language,construct_id,construct,required,implementation_class,implementation_role_vector,uast_structures,uasf_seed,semantic_axes,uast_relations,uast_fields,uast_layers,true_parser_kernel_class,parse_state_count,lex_state_count,external_lex_state_count,parser_kernel_resolved,CURRENT_FRONTEND_CAPABILITY,MISSING
rust,C005,Assignment,1,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,TPK_9a09af814951562e,268,6,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C005,Assignment,1,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,TPK_9cbb77bdeeca8cb6,1202,14,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C005,Assignment,1,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,TPK_d8dcb1b0ec352bf6,317,4,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C005,Assignment,1,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,TPK_5058251dec7906b2,145,2,4,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C005,Assignment,1,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,TPK_d6595d0ce7b596e5,659,3,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C005,Assignment,1,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,TPK_5bab4021a504a1ed,2268,13,3,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C005,Assignment,1,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,TPK_a81d6fba7c7d19eb,983,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C005,Assignment,1,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,TPK_b4de9a0980d24582,1969,2,2,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C005,Assignment,1,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C005,Assignment,1,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,TPK_7f29b9a30626b42b,14,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C005,Assignment,1,IMPL_38ea81139aa4,00011000000000000000000000000100,AssignStmt,UASF_0220,data.flow;evaluation.order;nodes.expression;operations,binding.declares;binding.refers;binding.shadows;data.def_use;data.operand;data.result;effect.has;evaluation.before;name.resolves;operation.kind,attributes;binding_refs;effects;evaluation_order;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;value,data.flow;evaluation;structure.expression,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C006,FunctionDeclaration,1,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_dc243360b049ba40,673,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C006,FunctionDeclaration,1,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_42901aa13062fddc,3,1,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C006,FunctionDeclaration,1,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_5b526a1180ea2061,39,3,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
cpp,C006,FunctionDeclaration,1,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_1d99bf2ebd3f8582,152,4,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
c,C006,FunctionDeclaration,1,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_8fb32a54a907cbc4,74,4,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
python,C006,FunctionDeclaration,1,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_6a80542973c7d3cf,75,1,3,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
zig,C006,FunctionDeclaration,1,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_f6c041bcd05fa6eb,35,1,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
julia,C006,FunctionDeclaration,1,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_c2ded6da83c4c425,2068,6,3,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
nim,C006,FunctionDeclaration,1,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_0ab56ff609ae22b5,14,0,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
csharp,C006,FunctionDeclaration,1,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,TPK_2ccac5b9a4e96cce,107,1,1,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
java,C006,FunctionDeclaration,1,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
kotlin,C006,FunctionDeclaration,1,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
swift,C006,FunctionDeclaration,1,IMPL_4ac002efe842,00110110000000000000010000000000,FunctionDecl;FunctionType,UASF_0205;UASF_0306,conversion.semantics;nodes.declaration;scope.binding;types.origin;types.structure,binding.declares;binding.refers;binding.shadows;capture.captures;control.false;control.loop_back;control.next;control.true;conversion.converts;data.def_use;data.operand;data.result;effect.has;name.resolves;scope.parent;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;branches;condition;conversion;effects;extensions;id;kind;name;operands;results;scope_id;semantic_facets;source_span;symbol;type_origin;type_ref;type_shape,binding.scope;structure.declaration;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
r,C007,MethodDeclaration,0,IMPL_a4ba40a16d03,00110110000000000000010000000000,MethodDecl,UASF_0086,binding.graph;name.resolution;operations;types.structure,binding.declares;binding.refers;binding.shadows;dispatch.resolves;name.resolves;operation.kind;overload.candidate;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.expression;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
go,C007,MethodDeclaration,1,IMPL_a4ba40a16d03,00110110000000000000010000000000,MethodDecl,UASF_0086,binding.graph;name.resolution;operations;types.structure,binding.declares;binding.refers;binding.shadows;dispatch.resolves;name.resolves;operation.kind;overload.candidate;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.expression;type.value,TPK_3bdb3cf93d6d2922,3,1,0,1,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
rust,C007,MethodDeclaration,0,IMPL_a4ba40a16d03,00110110000000000000010000000000,MethodDecl,UASF_0086,binding.graph;name.resolution;operations;types.structure,binding.declares;binding.refers;binding.shadows;dispatch.resolves;name.resolves;operation.kind;overload.candidate;type.constraint;type.convert;type.has;type.origin;type.parameter,attributes;binding_refs;candidates;dispatch;extensions;id;kind;operands;operation;results;semantic_facets;source_span;symbol;type_ref;type_shape,binding.scope;data.flow;structure.expression;type.value,,0,0,0,0,PROJECT_JOIN,COMPUTE_REQUIRED_AND_NOT_CURRENT
