language,repository,category,path,value_kind,value_json
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[14][1],str,"""expr_hack_at_ternary_binary_call_suffix"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[15][0],str,"""try_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[15][1],str,"""_unary_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[16][0],str,"""try_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[16][1],str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[17][0],str,"""try_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[17][1],str,"""_primary_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[18][0],str,"""await_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[18][1],str,"""_unary_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[19][0],str,"""await_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[19][1],str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[20][0],str,"""consume_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[20][1],str,"""_unary_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[21][0],str,"""consume_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[21][1],str,"""_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[22][0],str,"""_local_property_declaration"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[22][1],str,"""_local_typealias_declaration"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[22][2],str,"""_local_function_declaration"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[22][3],str,"""_local_class_declaration"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[22][4],str,"""computed_getter"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[22][5],str,"""computed_modify"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[22][6],str,"""computed_setter"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[23][0],str,"""_bodyless_function_declaration"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[23][1],str,"""property_modifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[24][0],str,"""init_declaration"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[24][1],str,"""property_modifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[25][0],str,"""_navigable_type_expression"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[25][1],str,"""_case_pattern"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[26][0],str,"""_no_expr_pattern_already_bound"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[26][1],str,"""_binding_pattern_no_expr"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[27][0],str,"""_lambda_type_declaration"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[27][1],str,"""_local_property_declaration"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[27][2],str,"""_local_typealias_declaration"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[27][3],str,"""_local_function_declaration"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[27][4],str,"""_local_class_declaration"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[28][0],str,"""constructor_suffix"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[29][0],str,"""call_suffix"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[30][0],str,"""_modifierless_class_declaration"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[30][1],str,"""property_modifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[31][0],str,"""_fn_call_lambda_arguments"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[32][0],str,"""parameter_modifiers"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[33][0],str,"""_contextual_simple_identifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[33][1],str,"""_modifierless_class_declaration"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[34][0],str,"""_contextual_simple_identifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[34][1],str,"""property_behavior_modifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[35][0],str,"""_contextual_simple_identifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[35][1],str,"""parameter_modifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[36][0],str,"""_contextual_simple_identifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[36][1],str,"""type_parameter_pack"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[37][0],str,"""_contextual_simple_identifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[37][1],str,"""type_pack_expansion"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[38][0],str,"""_contextual_simple_identifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[38][1],str,"""visibility_modifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[39][0],str,"""_contextual_simple_identifier"""
swift,alex-pinkus/tree-sitter-swift,conflicts,conflicts[39][1],str,"""_consume_operator"""
swift,alex-pinkus/tree-sitter-swift,supertypes,supertypes,array,[]
swift,alex-pinkus/tree-sitter-swift,precedences,precedences,array,[]
