language,repository,rule,field,path,payload_json
r,r-lib/tree-sitter-r,_raw_string,open,$.members[0],"{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_raw_string_open""},""named"":true,""value"":""string_open""}}"
r,r-lib/tree-sitter-r,_raw_string,content,$.members[1].members[0],"{""type"":""FIELD"",""name"":""content"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_raw_string_content""},""named"":true,""value"":""string_content""}}"
r,r-lib/tree-sitter-r,_raw_string,close,$.members[2],"{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_raw_string_close""},""named"":true,""value"":""string_close""}}"
r,r-lib/tree-sitter-r,_single_quoted_string,open,$.members[0],"{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""'""},""named"":true,""value"":""string_open""}}"
r,r-lib/tree-sitter-r,_single_quoted_string,content,$.members[1].members[0],"{""type"":""FIELD"",""name"":""content"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_single_quoted_string_content""},""named"":true,""value"":""string_content""}}"
r,r-lib/tree-sitter-r,_single_quoted_string,close,$.members[2],"{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""'""},""named"":true,""value"":""string_close""}}"
r,r-lib/tree-sitter-r,_double_quoted_string,open,$.members[0],"{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""\""""},""named"":true,""value"":""string_open""}}"
r,r-lib/tree-sitter-r,_double_quoted_string,content,$.members[1].members[0],"{""type"":""FIELD"",""name"":""content"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_double_quoted_string_content""},""named"":true,""value"":""string_content""}}"
r,r-lib/tree-sitter-r,_double_quoted_string,close,$.members[2],"{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""\""""},""named"":true,""value"":""string_close""}}"
go,tree-sitter/tree-sitter-go,import_spec,name,$.members[0].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""dot""},{""type"":""SYMBOL"",""name"":""blank_identifier""},{""type"":""SYMBOL"",""name"":""_package_identifier""}]}}"
go,tree-sitter/tree-sitter-go,import_spec,path,$.members[1],"{""type"":""FIELD"",""name"":""path"",""content"":{""type"":""SYMBOL"",""name"":""_string_literal""}}"
go,tree-sitter/tree-sitter-go,const_spec,name,$.content.members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""REPEAT"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":"",""},{""type"":""SYMBOL"",""name"":""identifier""}]}}]}}"
go,tree-sitter/tree-sitter-go,const_spec,type,$.content.members[1].members[0].members[0].members[0],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,const_spec,value,$.content.members[1].members[0].members[2],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}}"
go,tree-sitter/tree-sitter-go,var_spec,name,$.members[0].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
go,tree-sitter/tree-sitter-go,var_spec,name,$.members[0].members[1].content.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
go,tree-sitter/tree-sitter-go,var_spec,type,$.members[1].members[0].members[0],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,var_spec,value,$.members[1].members[0].members[1].members[0].members[1],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}}"
go,tree-sitter/tree-sitter-go,var_spec,value,$.members[1].members[1].members[1],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}}"
go,tree-sitter/tree-sitter-go,function_declaration,name,$.content.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
go,tree-sitter/tree-sitter-go,function_declaration,type_parameters,$.content.members[2],"{""type"":""FIELD"",""name"":""type_parameters"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_parameter_list""},{""type"":""BLANK""}]}}"
go,tree-sitter/tree-sitter-go,function_declaration,parameters,$.content.members[3],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}"
go,tree-sitter/tree-sitter-go,function_declaration,result,$.content.members[4],"{""type"":""FIELD"",""name"":""result"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""parameter_list""},{""type"":""SYMBOL"",""name"":""_simple_type""}]},{""type"":""BLANK""}]}}"
go,tree-sitter/tree-sitter-go,function_declaration,body,$.content.members[5],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""block""},{""type"":""BLANK""}]}}"
go,tree-sitter/tree-sitter-go,method_declaration,receiver,$.content.members[1],"{""type"":""FIELD"",""name"":""receiver"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}"
go,tree-sitter/tree-sitter-go,method_declaration,name,$.content.members[2],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_field_identifier""}}"
go,tree-sitter/tree-sitter-go,method_declaration,parameters,$.content.members[3],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}"
go,tree-sitter/tree-sitter-go,method_declaration,result,$.content.members[4],"{""type"":""FIELD"",""name"":""result"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""parameter_list""},{""type"":""SYMBOL"",""name"":""_simple_type""}]},{""type"":""BLANK""}]}}"
go,tree-sitter/tree-sitter-go,method_declaration,body,$.content.members[5],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""block""},{""type"":""BLANK""}]}}"
go,tree-sitter/tree-sitter-go,type_parameter_declaration,name,$.members[0].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
go,tree-sitter/tree-sitter-go,type_parameter_declaration,name,$.members[0].members[1].content.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
go,tree-sitter/tree-sitter-go,type_parameter_declaration,type,$.members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""type_elem""},""named"":true,""value"":""type_constraint""}}"
go,tree-sitter/tree-sitter-go,parameter_declaration,name,$.members[0].members[0].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
go,tree-sitter/tree-sitter-go,parameter_declaration,name,$.members[0].members[0].members[1].content.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""identifier""}}"
go,tree-sitter/tree-sitter-go,parameter_declaration,type,$.members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,name,$.members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""BLANK""}]}}"
go,tree-sitter/tree-sitter-go,variadic_parameter_declaration,type,$.members[2],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,type_alias,name,$.members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_type_identifier""}}"
go,tree-sitter/tree-sitter-go,type_alias,type_parameters,$.members[1],"{""type"":""FIELD"",""name"":""type_parameters"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_parameter_list""},{""type"":""BLANK""}]}}"
go,tree-sitter/tree-sitter-go,type_alias,type,$.members[3],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,type_spec,name,$.members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_type_identifier""}}"
go,tree-sitter/tree-sitter-go,type_spec,type_parameters,$.members[1],"{""type"":""FIELD"",""name"":""type_parameters"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""type_parameter_list""},{""type"":""BLANK""}]}}"
go,tree-sitter/tree-sitter-go,type_spec,type,$.members[2],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,generic_type,type,$.content.members[0],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_type_identifier""},{""type"":""SYMBOL"",""name"":""qualified_type""},{""type"":""SYMBOL"",""name"":""negated_type""}]}}"
go,tree-sitter/tree-sitter-go,generic_type,type_arguments,$.content.members[1],"{""type"":""FIELD"",""name"":""type_arguments"",""content"":{""type"":""SYMBOL"",""name"":""type_arguments""}}"
go,tree-sitter/tree-sitter-go,array_type,length,$.content.members[1],"{""type"":""FIELD"",""name"":""length"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
go,tree-sitter/tree-sitter-go,array_type,element,$.content.members[3],"{""type"":""FIELD"",""name"":""element"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,implicit_length_array_type,element,$.members[3],"{""type"":""FIELD"",""name"":""element"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,slice_type,element,$.content.members[2],"{""type"":""FIELD"",""name"":""element"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,field_declaration,name,$.members[0].members[0].members[0].members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_field_identifier""}}"
go,tree-sitter/tree-sitter-go,field_declaration,name,$.members[0].members[0].members[0].members[1].content.members[1],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_field_identifier""}}"
go,tree-sitter/tree-sitter-go,field_declaration,type,$.members[0].members[0].members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,field_declaration,type,$.members[0].members[1].members[1],"{""type"":""FIELD"",""name"":""type"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_type_identifier""},{""type"":""SYMBOL"",""name"":""qualified_type""},{""type"":""SYMBOL"",""name"":""generic_type""}]}}"
go,tree-sitter/tree-sitter-go,field_declaration,tag,$.members[1],"{""type"":""FIELD"",""name"":""tag"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_string_literal""},{""type"":""BLANK""}]}}"
go,tree-sitter/tree-sitter-go,method_elem,name,$.members[0],"{""type"":""FIELD"",""name"":""name"",""content"":{""type"":""SYMBOL"",""name"":""_field_identifier""}}"
go,tree-sitter/tree-sitter-go,method_elem,parameters,$.members[1],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}"
go,tree-sitter/tree-sitter-go,method_elem,result,$.members[2],"{""type"":""FIELD"",""name"":""result"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""parameter_list""},{""type"":""SYMBOL"",""name"":""_simple_type""}]},{""type"":""BLANK""}]}}"
go,tree-sitter/tree-sitter-go,map_type,key,$.content.members[2],"{""type"":""FIELD"",""name"":""key"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,map_type,value,$.content.members[4],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,channel_type,value,$.content.members[0].members[1],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,channel_type,value,$.content.members[1].members[2],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,channel_type,value,$.content.members[2].content.members[2],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_type""}}"
go,tree-sitter/tree-sitter-go,function_type,parameters,$.content.members[1],"{""type"":""FIELD"",""name"":""parameters"",""content"":{""type"":""SYMBOL"",""name"":""parameter_list""}}"
go,tree-sitter/tree-sitter-go,function_type,result,$.content.members[2],"{""type"":""FIELD"",""name"":""result"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""parameter_list""},{""type"":""SYMBOL"",""name"":""_simple_type""}]},{""type"":""BLANK""}]}}"
go,tree-sitter/tree-sitter-go,send_statement,channel,$.members[0],"{""type"":""FIELD"",""name"":""channel"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
go,tree-sitter/tree-sitter-go,send_statement,value,$.members[2],"{""type"":""FIELD"",""name"":""value"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
go,tree-sitter/tree-sitter-go,receive_statement,left,$.members[0].members[0].members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}}"
go,tree-sitter/tree-sitter-go,receive_statement,right,$.members[1],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
go,tree-sitter/tree-sitter-go,assignment_statement,left,$.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}}"
go,tree-sitter/tree-sitter-go,assignment_statement,operator,$.members[1],"{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""*=""},{""type"":""STRING"",""value"":""/=""},{""type"":""STRING"",""value"":""%=""},{""type"":""STRING"",""value"":""<<=""},{""type"":""STRING"",""value"":"">>=""},{""type"":""STRING"",""value"":""&=""},{""type"":""STRING"",""value"":""&^=""},{""type"":""STRING"",""value"":""+=""},{""type"":""STRING"",""value"":""-=""},{""type"":""STRING"",""value"":""|=""},{""type"":""STRING"",""value"":""^=""},{""type"":""STRING"",""value"":""=""}]}}"
go,tree-sitter/tree-sitter-go,assignment_statement,right,$.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}}"
go,tree-sitter/tree-sitter-go,short_var_declaration,left,$.members[0],"{""type"":""FIELD"",""name"":""left"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}}"
go,tree-sitter/tree-sitter-go,short_var_declaration,right,$.members[2],"{""type"":""FIELD"",""name"":""right"",""content"":{""type"":""SYMBOL"",""name"":""expression_list""}}"
go,tree-sitter/tree-sitter-go,labeled_statement,label,$.members[0],"{""type"":""FIELD"",""name"":""label"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""identifier""},""named"":true,""value"":""label_name""}}"
go,tree-sitter/tree-sitter-go,empty_labeled_statement,label,$.members[0],"{""type"":""FIELD"",""name"":""label"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""identifier""},""named"":true,""value"":""label_name""}}"
go,tree-sitter/tree-sitter-go,if_statement,initializer,$.members[1].members[0].members[0],"{""type"":""FIELD"",""name"":""initializer"",""content"":{""type"":""SYMBOL"",""name"":""_simple_statement""}}"
go,tree-sitter/tree-sitter-go,if_statement,condition,$.members[2],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}"
go,tree-sitter/tree-sitter-go,if_statement,consequence,$.members[3],"{""type"":""FIELD"",""name"":""consequence"",""content"":{""type"":""SYMBOL"",""name"":""block""}}"
go,tree-sitter/tree-sitter-go,if_statement,alternative,$.members[4].members[0].members[1],"{""type"":""FIELD"",""name"":""alternative"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""block""},{""type"":""SYMBOL"",""name"":""if_statement""}]}}"
go,tree-sitter/tree-sitter-go,for_statement,body,$.members[2],"{""type"":""FIELD"",""name"":""body"",""content"":{""type"":""SYMBOL"",""name"":""block""}}"
go,tree-sitter/tree-sitter-go,for_clause,initializer,$.members[0],"{""type"":""FIELD"",""name"":""initializer"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_simple_statement""},{""type"":""BLANK""}]}}"
go,tree-sitter/tree-sitter-go,for_clause,condition,$.members[2],"{""type"":""FIELD"",""name"":""condition"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_expression""},{""type"":""BLANK""}]}}"
go,tree-sitter/tree-sitter-go,for_clause,update,$.members[4],"{""type"":""FIELD"",""name"":""update"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_simple_statement""},{""type"":""BLANK""}]}}"
