feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,c_integer_promotions,c_signed_overflow_ub,c_unsigned_wrap,c_char_signedness,c_bitfields,c_flexible_array_member,c_vla,c_array_decay,c_pointer_arithmetic,c_pointer_provenance,c_effective_type_aliasing,c_qualifiers,c_storage_duration,c_linkage,c_unspecified_eval_order,c_designated_initializers,c_compound_literals,c_variadic,c_function_pointer,c_union_active_member,c_atomic_memory_order,c_thread_local,cpp_value_categories,cpp_reference_binding,cpp_temp_materialization,cpp_raii_destructors,cpp_ctor_initialization_order,cpp_copy_move,cpp_overload_resolution,cpp_adl,cpp_name_lookup,cpp_templates,cpp_partial_specialization,cpp_sfinae,cpp_concepts_constraints,cpp_parameter_packs,cpp_fold_expressions,cpp_template_deduction,cpp_auto_decltype,cpp_structured_bindings,cpp_lambdas_capture,cpp_inheritance,cpp_virtual_dispatch,cpp_rtti,cpp_member_pointers,cpp_access_friend,cpp_operator_overload,cpp_exceptions,cpp_stack_unwind,cpp_noexcept,cpp_constexpr,cpp_consteval_constinit,cpp_coroutine_lowering,cpp_co_await,cpp_co_yield,cpp_modules,cpp_odr,cpp_static_initialization,cpp_new_delete,cpp_placement_new,cpp_object_representation,cpp_abi_mangling,cpp_multiple_inheritance_layout,cpp_preprocessor_macro,cpp_preprocessor_conditional,cpp_include_model,cpp_attributes_pragmas,cpp_ub_model,cpp_impl_defined,cpp_unspecified_behavior,clang_ast_semantic_nodes,clang_sema_constraints,clang_cfg,clang_codegen_lowering
memory_model,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
module,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.0760,0.0000,0.3800,0.0760,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,1.0000,0.0000,0.6960,0.0000,0.0000,0.0760,0.0760,0.0000,0.3800,0.0000,0.0760,0.0760,0.0760,0.0760,0.0760,0.0000,0.0760,0.0000,0.0000,0.0760,0.0000,0.0760,0.0000,0.3800,0.0760,0.0000,0.6960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0000,0.0760,0.0000,0.3800,1.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0950,0.0760,0.0950,0.0760,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.7150,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.6960,0.0760,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0950,0.0760,0.0760,0.0760,0.0000,0.0760,0.0760,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6200,0.6200,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1900,0.0760,0.0000,0.0000
mutation,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0760,0.0000,0.0000,0.0000,0.0760,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0950,0.0000,0.0000,0.0000,0.0760,0.0000
name_resolution,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.6960,0.0000,0.0760,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6960,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.0000,0.3800,0.0000,0.0760,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.6960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.8100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6200,0.6960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000
network,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0760,0.0000,0.0000,0.0000,0.0760,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0950,0.0000,0.0000,0.0000,0.0760,0.0000
optimizer,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0760,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0950,0.0950,0.0000,0.0760,0.0000,0.0000,0.0000,0.6200,0.6200,0.6200,0.6960
optional_nullable,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6200,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.3800,0.0000,0.0760,0.3800,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,1.0000,0.3800,0.0000,0.0760,0.0000,0.3800,1.0000,1.0000,1.0000,1.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3800,0.0000,1.0000,0.0000,0.0760,0.0760,0.0000,0.0000,0.8100,0.0000,0.7150,0.7150,0.0760,0.0950,0.0760,0.0950,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0950,0.0760,0.0760,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.1900,0.0000,0.0000,0.0760,0.0000,0.0000,0.0760,0.0000,0.0000,0.0760,0.8733,0.0760,0.0760,0.0760,0.0000,0.0760,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0000,0.0000
overload_resolution,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.3800,0.0000,0.6960,1.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.3800,1.0000,0.0000,0.0760,0.0000,0.3800,0.3800,0.3800,0.3800,0.3800,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,1.0000,0.0000,0.3800,0.0000,0.0760,0.0760,0.0000,0.0000,0.1900,0.0000,0.0950,0.0950,0.0760,0.0950,0.0760,0.0950,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0950,0.0760,0.0760,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.8100,0.6200,0.0000,0.6960,0.6200,0.6200,0.6960,0.6200,0.6200,0.6960,0.2533,0.0760,0.0760,0.0760,0.0000,0.0760,0.0760,0.0000,0.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0000,0.0000
ownership,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6200,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.6200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0760,0.0760,0.0760,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0950,0.0760,0.0000,0.0000,0.0000,0.0000,0.6960,0.6200,0.6200,0.0000,0.6960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0760,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1900
parameter,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.3800,0.0000,0.6200,0.0000,0.0000,0.0000,1.0000,0.6960,0.0000,0.3800,0.0760,0.0000,0.0000,0.0000,0.0000,0.3800,0.0000,0.3800,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.3800,0.0000,0.0760,0.0000,0.0000,0.0760,0.0760,0.0000,1.0000,0.0000,0.0760,0.0760,0.0760,0.0760,0.0760,0.0000,0.0760,0.0000,0.0000,0.0760,0.0000,0.0760,0.0000,0.3800,0.0760,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0000,0.0760,0.0000,0.3800,0.3800,0.0000,0.0000,0.0760,0.0000,0.0000,0.0950,0.0760,0.0950,0.0760,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0950,0.0000,0.0000,0.0000,0.6200,0.6960,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0760,0.0760,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0950,0.0760,0.0760,0.0760,0.0000,0.0760,0.0760,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1900,0.0760,0.0000,0.0000
pattern,0.0000,0.0000,0.3800,0.0000,0.3800,0.0000,0.0000,0.3800,0.3800,0.0633,0.0000,0.3800,0.6200,0.3800,0.0000,0.0000,1.0000,0.0000,0.0000,0.3800,0.0000,0.0633,0.0633,0.0000,0.0000,0.0633,0.0000,0.0000,0.0633,0.0633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0633,0.3800,0.0633,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.3800,0.3800,0.3800,0.0000,0.0000,0.0000,0.3800,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0633,0.6200,0.3800,0.6200,0.3800,0.0000,0.0000,0.0633,0.0000,0.0000,0.0000,0.0633,0.0000,0.3800,0.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0633,0.3800,0.0633,0.0633,0.0760,0.0000,0.0000,0.0000,0.0633,0.0000,0.0633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0760,0.0000,0.0633,0.0000,0.0000,0.0000,0.0633,0.0000,0.0000,0.0000,0.0000,0.0633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.1520,0.0000,0.0000,0.6200,0.6200,0.0000,0.0633,0.0000,0.0633,0.0000,0.0760,0.0000,0.0000,0.0000,0.0633,0.0000,0.0000,0.1520,0.0633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0633,0.0000,0.0633,0.0000
pointer,0.0000,0.6200,0.0000,0.3800,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.3800,0.0000,0.0760,0.3800,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6200,0.0000,0.3800,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.3800,0.3800,0.0000,0.0760,0.0000,1.0000,0.3800,0.3800,0.3800,0.3800,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3800,0.3800,0.0000,0.3800,0.6200,0.0760,0.0760,0.0000,0.0000,0.1900,0.0000,0.0950,0.0950,0.0760,0.0950,0.0760,0.7150,0.6200,0.6200,0.6200,0.6960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0950,0.0760,0.0760,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.1900,0.0000,0.0000,0.0760,0.0000,0.0000,0.0760,0.0000,0.0000,0.0760,0.2533,0.0760,0.0760,0.0760,0.0000,0.0760,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6200,0.6200,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0000,0.0000
primitive_bool,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6200,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.3800,0.0000,0.0760,0.3800,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,1.0000,0.3800,0.0000,0.0760,0.0000,0.3800,1.0000,1.0000,1.0000,1.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3800,0.0000,1.0000,0.0000,0.0760,0.0760,0.0000,0.0000,0.8100,0.0000,0.7150,0.7150,0.0760,0.0950,0.0760,0.0950,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0950,0.0760,0.0760,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.1900,0.0000,0.0000,0.0760,0.0000,0.0000,0.0760,0.0000,0.0000,0.0760,0.8733,0.0760,0.0760,0.0760,0.0000,0.0760,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0000,0.0000
primitive_float,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6200,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.3800,0.0000,0.0760,0.3800,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,1.0000,0.3800,0.0000,0.0760,0.0000,0.3800,1.0000,1.0000,1.0000,1.0000,0.0000,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.3800,0.0000,1.0000,0.0000,0.0760,0.0760,0.0000,0.0000,0.8100,0.0000,0.7150,0.7150,0.0760,0.0950,0.0760,0.0950,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0950,0.0760,0.0760,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.1900,0.0000,0.0000,0.0760,0.0000,0.0000,0.0760,0.0000,0.0000,0.0760,0.8733,0.0760,0.0760,0.0760,0.0000,0.0760,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0760,0.0760,0.0000,0.0000
