ast_node,kind,file,line,mapped_gap_features,mapped_gap_score
TemplateParams,enum_variant,lib/Sema/SemaTemplateDeduction.cpp,595,cpp_template_deduction;cpp_temp_materialization,3.670401
clang,declaration,lib/Sema/SemaTemplateDeduction.cpp,656,cpp_template_deduction;cpp_temp_materialization,3.670401
PackDeductionScope,declaration,lib/Sema/SemaTemplateDeduction.cpp,679,cpp_template_deduction;cpp_temp_materialization,3.670401
XPEnd,enum_variant,lib/Sema/SemaTemplateDeduction.cpp,2416,cpp_template_deduction;cpp_temp_materialization,3.670401
Deduced,enum_variant,lib/Sema/SemaTemplateDeduction.cpp,3835,cpp_template_deduction;cpp_temp_materialization,3.670401
NumExplicitlySpecified,enum_variant,lib/Sema/SemaTemplateDeduction.cpp,4082,cpp_template_deduction;cpp_temp_materialization,3.670401
ArgTy,enum_variant,lib/Sema/SemaTemplateDeduction.cpp,4658,cpp_template_deduction;cpp_temp_materialization,3.670401
OnlyDeduced,enum_variant,lib/Sema/SemaTemplateDeduction.cpp,5316,cpp_template_deduction;cpp_temp_materialization,3.670401
Depth,enum_variant,lib/Sema/SemaTemplateDeduction.cpp,5317,cpp_template_deduction;cpp_temp_materialization,3.670401
OnlyDeduced,enum_variant,lib/Sema/SemaTemplateDeduction.cpp,5324,cpp_template_deduction;cpp_temp_materialization,3.670401
Depth,enum_variant,lib/Sema/SemaTemplateDeduction.cpp,5325,cpp_template_deduction;cpp_temp_materialization,3.670401
OnlyDeduced,enum_variant,lib/Sema/SemaTemplateDeduction.cpp,5333,cpp_template_deduction;cpp_temp_materialization,3.670401
Depth,enum_variant,lib/Sema/SemaTemplateDeduction.cpp,5334,cpp_template_deduction;cpp_temp_materialization,3.670401
HadMultipleCandidates,enum_variant,lib/Sema/SemaOverload.cpp,5806,cpp_overload_resolution;cpp_operator_overload;cpp_multiple_inheritance_layout,3.654733
HadMultipleCandidates,enum_variant,lib/Sema/SemaOverload.cpp,5841,cpp_overload_resolution;cpp_operator_overload;cpp_multiple_inheritance_layout,3.654733
HadMultipleCandidates,enum_variant,lib/Sema/SemaOverload.cpp,5853,cpp_overload_resolution;cpp_operator_overload;cpp_multiple_inheritance_layout,3.654733
HadMultipleCandidates,enum_variant,lib/Sema/SemaOverload.cpp,12677,cpp_overload_resolution;cpp_operator_overload;cpp_multiple_inheritance_layout,3.654733
NK_Type_Narrowing,enum_variant,include/clang/Sema/Overload.h,208,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
FromType,enum_variant,lib/Sema/SemaOverload.cpp,1660,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ToPointeeType,enum_variant,lib/Sema/SemaOverload.cpp,2298,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ConvertedType,enum_variant,lib/Sema/SemaOverload.cpp,2318,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ToPointeeType,enum_variant,lib/Sema/SemaOverload.cpp,2319,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ConvertedType,enum_variant,lib/Sema/SemaOverload.cpp,2328,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ToPointeeType,enum_variant,lib/Sema/SemaOverload.cpp,2329,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ConvertedType,enum_variant,lib/Sema/SemaOverload.cpp,2338,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ToPointeeType,enum_variant,lib/Sema/SemaOverload.cpp,2339,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ConvertedType,enum_variant,lib/Sema/SemaOverload.cpp,2361,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ToPointeeType,enum_variant,lib/Sema/SemaOverload.cpp,2362,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ConvertedType,enum_variant,lib/Sema/SemaOverload.cpp,2369,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ToPointeeType,enum_variant,lib/Sema/SemaOverload.cpp,2370,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ConvertedType,enum_variant,lib/Sema/SemaOverload.cpp,2425,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ConvertedType,enum_variant,lib/Sema/SemaOverload.cpp,2437,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
ConvertedType,enum_variant,lib/Sema/SemaOverload.cpp,2988,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
BuiltinCandidateTypeSet,declaration,lib/Sema/SemaOverload.cpp,7300,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
TypeOfT,enum_variant,lib/Sema/SemaOverload.cpp,7824,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
VisibleTypeConversionsQuals,enum_variant,lib/Sema/SemaOverload.cpp,8723,cpp_overload_resolution;cpp_operator_overload;c_effective_type_aliasing,3.635510
SK_ResolveAddressOfOverloadedFunction,enum_variant,include/clang/Sema/Initialization.h,781,cpp_overload_resolution;cpp_operator_overload;cpp_ctor_initialization_order,3.617859
FK_AddressOfOverloadFailed,enum_variant,include/clang/Sema/Initialization.h,993,cpp_overload_resolution;cpp_operator_overload;cpp_ctor_initialization_order,3.617859
FK_UserConversionOverloadFailed,enum_variant,include/clang/Sema/Initialization.h,1040,cpp_overload_resolution;cpp_operator_overload;cpp_ctor_initialization_order,3.617859
ICK_Vector_Conversion,enum_variant,include/clang/Sema/Overload.h,135,cpp_overload_resolution;cpp_operator_overload;cpp_ctor_initialization_order,3.617859
ICK_Vector_Splat,enum_variant,include/clang/Sema/Overload.h,138,cpp_overload_resolution;cpp_operator_overload;cpp_ctor_initialization_order,3.617859
CSK_InitByConstructor,enum_variant,include/clang/Sema/Overload.h,851,cpp_overload_resolution;cpp_operator_overload;cpp_ctor_initialization_order,3.617859
ConstructorInfo,declaration,include/clang/Sema/Overload.h,973,cpp_overload_resolution;cpp_operator_overload;cpp_ctor_initialization_order,3.617859
ICK_TransparentUnionConversion,enum_variant,include/clang/Sema/Overload.h,147,cpp_overload_resolution;cpp_operator_overload;c_union_active_member,3.609662
TemplateTypeParmDecl,declaration,include/clang/AST/ASTContext.h,122,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
NKI_TemplateArgument,enum_variant,include/clang/AST/ASTTypeTraits.h,123,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TemplateTypeParmDecl,declaration,include/clang/AST/CanonicalType.h,41,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TypeAliasTemplateDecl,declaration,include/clang/AST/Decl.h,74,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
NonTypeTemplateParmDecl,declaration,include/clang/AST/DeclTemplate.h,51,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TemplateTypeParmDecl,declaration,include/clang/AST/DeclTemplate.h,54,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TemplateTypeParmDecl,declaration,include/clang/AST/DeclTemplate.h,1154,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
NonTypeTemplateParmDecl,declaration,include/clang/AST/DeclTemplate.h,1257,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TypeAliasTemplateDecl,declaration,include/clang/AST/DeclTemplate.h,2325,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
NonTypeTemplateParmDecl,declaration,include/clang/AST/ExprCXX.h,58,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
SubstNonTypeTemplateParmExpr,declaration,include/clang/AST/ExprCXX.h,3879,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
SubstNonTypeTemplateParmPackExpr,declaration,include/clang/AST/ExprCXX.h,3935,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TypeSourceInfo,declaration,include/clang/AST/TemplateBase.h,47,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
Type,enum_variant,include/clang/AST/TemplateBase.h,60,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TemplateArgument,declaration,include/clang/AST/Type.h,122,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TemplateArgumentListInfo,declaration,include/clang/AST/Type.h,123,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TemplateArgumentLoc,declaration,include/clang/AST/Type.h,124,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TemplateTypeParmDecl,declaration,include/clang/AST/Type.h,125,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TemplateTypeParmType,declaration,include/clang/AST/Type.h,4405,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
SubstTemplateTypeParmType,declaration,include/clang/AST/Type.h,4486,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
SubstTemplateTypeParmPackType,declaration,include/clang/AST/Type.h,4542,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TemplateTypeParmDecl,declaration,include/clang/AST/TypeLoc.h,43,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TemplateTypeParmTypeLoc,declaration,include/clang/AST/TypeLoc.h,732,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TemplateTypeParmTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,734,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
SubstTemplateTypeParmTypeLoc,declaration,include/clang/AST/TypeLoc.h,831,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
SubstTemplateTypeParmTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,833,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
SubstTemplateTypeParmPackTypeLoc,declaration,include/clang/AST/TypeLoc.h,838,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
SubstTemplateTypeParmPackTypeLoc,enum_variant,include/clang/AST/TypeLoc.h,840,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
KindType,declaration,include/clang/Sema/ParsedTemplate.h,33,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
Type,enum_variant,include/clang/Sema/ParsedTemplate.h,35,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
NonType,enum_variant,include/clang/Sema/ParsedTemplate.h,37,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TemplateTypeParmDecl,declaration,include/clang/Sema/ScopeInfo.h,59,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
NC_TypeTemplate,enum_variant,include/clang/Sema/Sema.h,1725,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
NTK_TypeAliasTemplate,enum_variant,include/clang/Sema/Sema.h,2181,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TypeSourceInfo,declaration,include/clang/Sema/Template.h,43,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
CanonType,enum_variant,lib/Sema/SemaTemplate.cpp,3162,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
TypeParm,enum_variant,lib/Sema/SemaTemplate.cpp,4594,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
NonTypeParm,enum_variant,lib/Sema/SemaTemplate.cpp,4611,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
NTTPType,enum_variant,lib/Sema/SemaTemplate.cpp,4735,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
NTTPType,enum_variant,lib/Sema/SemaTemplate.cpp,4742,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
ParamType,enum_variant,lib/Sema/SemaTemplate.cpp,6544,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
ParamType,enum_variant,lib/Sema/SemaTemplate.cpp,6565,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
ParamType,enum_variant,lib/Sema/SemaTemplate.cpp,6596,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
ParamType,enum_variant,lib/Sema/SemaTemplate.cpp,6731,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
CanonType,enum_variant,lib/Sema/SemaTemplate.cpp,7584,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
CanonType,enum_variant,lib/Sema/SemaTemplate.cpp,7621,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
BaseTypeLoc,enum_variant,lib/Sema/SemaTemplateInstantiate.cpp,1920,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
BaseTypeLoc,enum_variant,lib/Sema/SemaTemplateInstantiate.cpp,1933,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
BaseTypeLoc,enum_variant,lib/Sema/SemaTemplateInstantiate.cpp,1938,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
BaseTypeLoc,enum_variant,lib/Sema/SemaTemplateInstantiate.cpp,1954,cpp_template_deduction;cpp_temp_materialization;c_effective_type_aliasing,3.606534
BindingDecl,declaration,include/clang/Sema/Template.h,32,cpp_template_deduction;cpp_temp_materialization;cpp_reference_binding,3.592353
FriendTemplateDecl,declaration,include/clang/AST/DeclTemplate.h,2249,cpp_template_deduction;cpp_temp_materialization;cpp_access_friend,3.589438
TPC_FriendClassTemplate,enum_variant,include/clang/Sema/Sema.h,6187,cpp_template_deduction;cpp_temp_materialization;cpp_access_friend,3.589438
TPC_FriendFunctionTemplate,enum_variant,include/clang/Sema/Sema.h,6188,cpp_template_deduction;cpp_temp_materialization;cpp_access_friend,3.589438
TPC_FriendFunctionTemplateDefinition,enum_variant,include/clang/Sema/Sema.h,6189,cpp_template_deduction;cpp_temp_materialization;cpp_access_friend,3.589438
IK_ConstructorTemplateId,enum_variant,include/clang/Sema/DeclSpec.h,908,cpp_template_deduction;cpp_temp_materialization;cpp_ctor_initialization_order,3.588883
IDNS_Member,enum_variant,include/clang/AST/DeclBase.h,136,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
SpecialMemberFlags,declaration,include/clang/AST/DeclCXX.h,314,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
CXXMemberCallExpr,declaration,include/clang/AST/Expr.h,41,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
LV_MemberFunction,enum_variant,include/clang/AST/Expr.h,260,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
MLV_MemberFunction,enum_variant,include/clang/AST/Expr.h,281,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
MemberExpr,declaration,include/clang/AST/Expr.h,2467,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
CXXMemberCallExpr,declaration,include/clang/AST/ExprCXX.h,164,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
CXXDependentScopeMemberExpr,declaration,include/clang/AST/ExprCXX.h,3243,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
UnresolvedMemberExpr,declaration,include/clang/AST/ExprCXX.h,3480,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
CCP_MemberDeclaration,enum_variant,include/clang/Sema/CodeCompleteConsumer.h,72,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
MemberNonce,declaration,include/clang/Sema/DelayedDiagnostic.h,55,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
CXXMemberCallExpr,declaration,include/clang/Sema/Sema.h,92,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
UnresolvedMemberExpr,declaration,include/clang/Sema/Sema.h,188,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
CXXSpecialMember,declaration,include/clang/Sema/Sema.h,1148,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
DeclaringSpecialMember,enum_variant,include/clang/Sema/Sema.h,7171,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
MisalignedMember,declaration,include/clang/Sema/Sema.h,10705,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
MemberExpr,declaration,include/clang/Sema/TypoCorrection.h,38,cpp_member_pointers;c_flexible_array_member;c_union_active_member,3.588680
