table_index,name,kernel,arity,go,rust,cpp,c,python,zig,julia,nim,csharp,java,kotlin,swift
99,.cache_class,attribute,2,go:attribute:.cache_class,rust:attribute:.cache_class,cpp:attribute:.cache_class,c:attribute:.cache_class,python:attribute:.cache_class,zig:attribute:.cache_class,julia:attribute:.cache_class,nim:attribute:.cache_class,csharp:attribute:.cache_class,java:attribute:.cache_class,kotlin:attribute:.cache_class,swift:attribute:.cache_class
100,.class2,attribute,1,go:attribute:.class2,rust:attribute:.class2,cpp:attribute:.class2,c:attribute:.class2,python:attribute:.class2,zig:attribute:.class2,julia:attribute:.class2,nim:attribute:.class2,csharp:attribute:.class2,java:attribute:.class2,kotlin:attribute:.class2,swift:attribute:.class2
101,class<-,replacement,2,go:replacement:class<-,rust:replacement:class<-,cpp:replacement:class<-,c:replacement:class<-,python:replacement:class<-,zig:replacement:class<-,julia:replacement:class<-,nim:replacement:class<-,csharp:replacement:class<-,java:replacement:class<-,kotlin:replacement:class<-,swift:replacement:class<-
102,unclass,attribute,1,go:attribute:unclass,rust:attribute:unclass,cpp:attribute:unclass,c:attribute:unclass,python:attribute:unclass,zig:attribute:unclass,julia:attribute:unclass,nim:attribute:unclass,csharp:attribute:unclass,java:attribute:unclass,kotlin:attribute:unclass,swift:attribute:unclass
103,names,attribute,1,go:attribute:names,rust:attribute:names,cpp:attribute:names,c:attribute:names,python:attribute:names,zig:attribute:names,julia:attribute:names,nim:attribute:names,csharp:attribute:names,java:attribute:names,kotlin:attribute:names,swift:attribute:names
104,names<-,replacement,2,go:replacement:names<-,rust:replacement:names<-,cpp:replacement:names<-,c:replacement:names<-,python:replacement:names<-,zig:replacement:names<-,julia:replacement:names<-,nim:replacement:names<-,csharp:replacement:names<-,java:replacement:names<-,kotlin:replacement:names<-,swift:replacement:names<-
105,dimnames,attribute,1,go:attribute:dimnames,rust:attribute:dimnames,cpp:attribute:dimnames,c:attribute:dimnames,python:attribute:dimnames,zig:attribute:dimnames,julia:attribute:dimnames,nim:attribute:dimnames,csharp:attribute:dimnames,java:attribute:dimnames,kotlin:attribute:dimnames,swift:attribute:dimnames
106,dimnames<-,replacement,2,go:replacement:dimnames<-,rust:replacement:dimnames<-,cpp:replacement:dimnames<-,c:replacement:dimnames<-,python:replacement:dimnames<-,zig:replacement:dimnames<-,julia:replacement:dimnames<-,nim:replacement:dimnames<-,csharp:replacement:dimnames<-,java:replacement:dimnames<-,kotlin:replacement:dimnames<-,swift:replacement:dimnames<-
107,dim,attribute,1,go:attribute:dim,rust:attribute:dim,cpp:attribute:dim,c:attribute:dim,python:attribute:dim,zig:attribute:dim,julia:attribute:dim,nim:attribute:dim,csharp:attribute:dim,java:attribute:dim,kotlin:attribute:dim,swift:attribute:dim
108,dim<-,replacement,2,go:replacement:dim<-,rust:replacement:dim<-,cpp:replacement:dim<-,c:replacement:dim<-,python:replacement:dim<-,zig:replacement:dim<-,julia:replacement:dim<-,nim:replacement:dim<-,csharp:replacement:dim<-,java:replacement:dim<-,kotlin:replacement:dim<-,swift:replacement:dim<-
109,attributes,attribute,1,go:attribute:attributes,rust:attribute:attributes,cpp:attribute:attributes,c:attribute:attributes,python:attribute:attributes,zig:attribute:attributes,julia:attribute:attributes,nim:attribute:attributes,csharp:attribute:attributes,java:attribute:attributes,kotlin:attribute:attributes,swift:attribute:attributes
110,attributes<-,replacement,2,go:replacement:attributes<-,rust:replacement:attributes<-,cpp:replacement:attributes<-,c:replacement:attributes<-,python:replacement:attributes<-,zig:replacement:attributes<-,julia:replacement:attributes<-,nim:replacement:attributes<-,csharp:replacement:attributes<-,java:replacement:attributes<-,kotlin:replacement:attributes<-,swift:replacement:attributes<-
111,attr,attribute,-1,go:attribute:attr,rust:attribute:attr,cpp:attribute:attr,c:attribute:attr,python:attribute:attr,zig:attribute:attr,julia:attribute:attr,nim:attribute:attr,csharp:attribute:attr,java:attribute:attr,kotlin:attribute:attr,swift:attribute:attr
112,attr<-,replacement,3,go:replacement:attr<-,rust:replacement:attr<-,cpp:replacement:attr<-,c:replacement:attr<-,python:replacement:attr<-,zig:replacement:attr<-,julia:replacement:attr<-,nim:replacement:attr<-,csharp:replacement:attr<-,java:replacement:attr<-,kotlin:replacement:attr<-,swift:replacement:attr<-
113,@<-,replacement,3,go:replacement:@<-,rust:replacement:@<-,cpp:replacement:@<-,c:replacement:@<-,python:replacement:@<-,zig:replacement:@<-,julia:replacement:@<-,nim:replacement:@<-,csharp:replacement:@<-,java:replacement:@<-,kotlin:replacement:@<-,swift:replacement:@<-
114,levels<-,replacement,2,go:replacement:levels<-,rust:replacement:levels<-,cpp:replacement:levels<-,c:replacement:levels<-,python:replacement:levels<-,zig:replacement:levels<-,julia:replacement:levels<-,nim:replacement:levels<-,csharp:replacement:levels<-,java:replacement:levels<-,kotlin:replacement:levels<-,swift:replacement:levels<-
115,vector,runtime,2,go:runtime:vector,rust:runtime:vector,cpp:runtime:vector,c:runtime:vector,python:runtime:vector,zig:runtime:vector,julia:runtime:vector,nim:runtime:vector,csharp:runtime:vector,java:runtime:vector,kotlin:runtime:vector,swift:runtime:vector
116,complex,numeric-complex,3,go:numeric-complex:complex,rust:numeric-complex:complex,cpp:numeric-complex:complex,c:numeric-complex:complex,python:numeric-complex:complex,zig:numeric-complex:complex,julia:numeric-complex:complex,nim:numeric-complex:complex,csharp:numeric-complex:complex,java:numeric-complex:complex,kotlin:numeric-complex:complex,swift:numeric-complex:complex
117,matrix,matrix,7,go:matrix:matrix,rust:matrix:matrix,cpp:matrix:matrix,c:matrix:matrix,python:matrix:matrix,zig:matrix:matrix,julia:matrix:matrix,nim:matrix:matrix,csharp:matrix:matrix,java:matrix:matrix,kotlin:matrix:matrix,swift:matrix:matrix
118,array,matrix,3,go:matrix:array,rust:matrix:array,cpp:matrix:array,c:matrix:array,python:matrix:array,zig:matrix:array,julia:matrix:array,nim:matrix:array,csharp:matrix:array,java:matrix:array,kotlin:matrix:array,swift:matrix:array
119,diag,matrix,3,go:matrix:diag,rust:matrix:diag,cpp:matrix:diag,c:matrix:diag,python:matrix:diag,zig:matrix:diag,julia:matrix:diag,nim:matrix:diag,csharp:matrix:diag,java:matrix:diag,kotlin:matrix:diag,swift:matrix:diag
120,backsolve,matrix,5,go:matrix:backsolve,rust:matrix:backsolve,cpp:matrix:backsolve,c:matrix:backsolve,python:matrix:backsolve,zig:matrix:backsolve,julia:matrix:backsolve,nim:matrix:backsolve,csharp:matrix:backsolve,java:matrix:backsolve,kotlin:matrix:backsolve,swift:matrix:backsolve
121,max.col,matrix,2,go:matrix:max.col,rust:matrix:max.col,cpp:matrix:max.col,c:matrix:max.col,python:matrix:max.col,zig:matrix:max.col,julia:matrix:max.col,nim:matrix:max.col,csharp:matrix:max.col,java:matrix:max.col,kotlin:matrix:max.col,swift:matrix:max.col
122,row,matrix,1,go:matrix:row,rust:matrix:row,cpp:matrix:row,c:matrix:row,python:matrix:row,zig:matrix:row,julia:matrix:row,nim:matrix:row,csharp:matrix:row,java:matrix:row,kotlin:matrix:row,swift:matrix:row
123,col,matrix,1,go:matrix:col,rust:matrix:col,cpp:matrix:col,c:matrix:col,python:matrix:col,zig:matrix:col,julia:matrix:col,nim:matrix:col,csharp:matrix:col,java:matrix:col,kotlin:matrix:col,swift:matrix:col
124,unlist,combine,3,go:combine:unlist,rust:combine:unlist,cpp:combine:unlist,c:combine:unlist,python:combine:unlist,zig:combine:unlist,julia:combine:unlist,nim:combine:unlist,csharp:combine:unlist,java:combine:unlist,kotlin:combine:unlist,swift:combine:unlist
125,cbind,language,-1,go:language:cbind,rust:language:cbind,cpp:language:cbind,c:language:cbind,python:language:cbind,zig:language:cbind,julia:language:cbind,nim:language:cbind,csharp:language:cbind,java:language:cbind,kotlin:language:cbind,swift:language:cbind
126,rbind,language,-1,go:language:rbind,rust:language:rbind,cpp:language:rbind,c:language:rbind,python:language:rbind,zig:language:rbind,julia:language:rbind,nim:language:rbind,csharp:language:rbind,java:language:rbind,kotlin:language:rbind,swift:language:rbind
127,drop,matrix,1,go:matrix:drop,rust:matrix:drop,cpp:matrix:drop,c:matrix:drop,python:matrix:drop,zig:matrix:drop,julia:matrix:drop,nim:matrix:drop,csharp:matrix:drop,java:matrix:drop,kotlin:matrix:drop,swift:matrix:drop
128,all.names,attribute,4,go:attribute:all.names,rust:attribute:all.names,cpp:attribute:all.names,c:attribute:all.names,python:attribute:all.names,zig:attribute:all.names,julia:attribute:all.names,nim:attribute:all.names,csharp:attribute:all.names,java:attribute:all.names,kotlin:attribute:all.names,swift:attribute:all.names
129,comment,attribute,1,go:attribute:comment,rust:attribute:comment,cpp:attribute:comment,c:attribute:comment,python:attribute:comment,zig:attribute:comment,julia:attribute:comment,nim:attribute:comment,csharp:attribute:comment,java:attribute:comment,kotlin:attribute:comment,swift:attribute:comment
130,comment<-,replacement,2,go:replacement:comment<-,rust:replacement:comment<-,cpp:replacement:comment<-,c:replacement:comment<-,python:replacement:comment<-,zig:replacement:comment<-,julia:replacement:comment<-,nim:replacement:comment<-,csharp:replacement:comment<-,java:replacement:comment<-,kotlin:replacement:comment<-,swift:replacement:comment<-
131,get,environment,4,go:environment:get,rust:environment:get,cpp:environment:get,c:environment:get,python:environment:get,zig:environment:get,julia:environment:get,nim:environment:get,csharp:environment:get,java:environment:get,kotlin:environment:get,swift:environment:get
132,get0,environment,5,go:environment:get0,rust:environment:get0,cpp:environment:get0,c:environment:get0,python:environment:get0,zig:environment:get0,julia:environment:get0,nim:environment:get0,csharp:environment:get0,java:environment:get0,kotlin:environment:get0,swift:environment:get0
133,mget,environment,5,go:environment:mget,rust:environment:mget,cpp:environment:mget,c:environment:mget,python:environment:mget,zig:environment:mget,julia:environment:mget,nim:environment:mget,csharp:environment:mget,java:environment:mget,kotlin:environment:mget,swift:environment:mget
134,exists,environment,4,go:environment:exists,rust:environment:exists,cpp:environment:exists,c:environment:exists,python:environment:exists,zig:environment:exists,julia:environment:exists,nim:environment:exists,csharp:environment:exists,java:environment:exists,kotlin:environment:exists,swift:environment:exists
135,assign,environment,4,go:environment:assign,rust:environment:assign,cpp:environment:assign,c:environment:assign,python:environment:assign,zig:environment:assign,julia:environment:assign,nim:environment:assign,csharp:environment:assign,java:environment:assign,kotlin:environment:assign,swift:environment:assign
136,list2env,environment,2,go:environment:list2env,rust:environment:list2env,cpp:environment:list2env,c:environment:list2env,python:environment:list2env,zig:environment:list2env,julia:environment:list2env,nim:environment:list2env,csharp:environment:list2env,java:environment:list2env,kotlin:environment:list2env,swift:environment:list2env
137,remove,environment,3,go:environment:remove,rust:environment:remove,cpp:environment:remove,c:environment:remove,python:environment:remove,zig:environment:remove,julia:environment:remove,nim:environment:remove,csharp:environment:remove,java:environment:remove,kotlin:environment:remove,swift:environment:remove
138,duplicated,matching,4,go:matching:duplicated,rust:matching:duplicated,cpp:matching:duplicated,c:matching:duplicated,python:matching:duplicated,zig:matching:duplicated,julia:matching:duplicated,nim:matching:duplicated,csharp:matching:duplicated,java:matching:duplicated,kotlin:matching:duplicated,swift:matching:duplicated
139,unique,matching,4,go:matching:unique,rust:matching:unique,cpp:matching:unique,c:matching:unique,python:matching:unique,zig:matching:unique,julia:matching:unique,nim:matching:unique,csharp:matching:unique,java:matching:unique,kotlin:matching:unique,swift:matching:unique
140,anyDuplicated,matching,3,go:matching:anyDuplicated,rust:matching:anyDuplicated,cpp:matching:anyDuplicated,c:matching:anyDuplicated,python:matching:anyDuplicated,zig:matching:anyDuplicated,julia:matching:anyDuplicated,nim:matching:anyDuplicated,csharp:matching:anyDuplicated,java:matching:anyDuplicated,kotlin:matching:anyDuplicated,swift:matching:anyDuplicated
141,anyNA,missingness,-1,go:missingness:anyNA,rust:missingness:anyNA,cpp:missingness:anyNA,c:missingness:anyNA,python:missingness:anyNA,zig:missingness:anyNA,julia:missingness:anyNA,nim:missingness:anyNA,csharp:missingness:anyNA,java:missingness:anyNA,kotlin:missingness:anyNA,swift:missingness:anyNA
142,which,runtime,1,go:runtime:which,rust:runtime:which,cpp:runtime:which,c:runtime:which,python:runtime:which,zig:runtime:which,julia:runtime:which,nim:runtime:which,csharp:runtime:which,java:runtime:which,kotlin:runtime:which,swift:runtime:which
143,which.min,runtime,1,go:runtime:which.min,rust:runtime:which.min,cpp:runtime:which.min,c:runtime:which.min,python:runtime:which.min,zig:runtime:which.min,julia:runtime:which.min,nim:runtime:which.min,csharp:runtime:which.min,java:runtime:which.min,kotlin:runtime:which.min,swift:runtime:which.min
144,pmin,reduction,-1,go:reduction:pmin,rust:reduction:pmin,cpp:reduction:pmin,c:reduction:pmin,python:reduction:pmin,zig:reduction:pmin,julia:reduction:pmin,nim:reduction:pmin,csharp:reduction:pmin,java:reduction:pmin,kotlin:reduction:pmin,swift:reduction:pmin
145,pmax,reduction,-1,go:reduction:pmax,rust:reduction:pmax,cpp:reduction:pmax,c:reduction:pmax,python:reduction:pmax,zig:reduction:pmax,julia:reduction:pmax,nim:reduction:pmax,csharp:reduction:pmax,java:reduction:pmax,kotlin:reduction:pmax,swift:reduction:pmax
146,which.max,runtime,1,go:runtime:which.max,rust:runtime:which.max,cpp:runtime:which.max,c:runtime:which.max,python:runtime:which.max,zig:runtime:which.max,julia:runtime:which.max,nim:runtime:which.max,csharp:runtime:which.max,java:runtime:which.max,kotlin:runtime:which.max,swift:runtime:which.max
147,match,matching,4,go:matching:match,rust:matching:match,cpp:matching:match,c:matching:match,python:matching:match,zig:matching:match,julia:matching:match,nim:matching:match,csharp:matching:match,java:matching:match,kotlin:matching:match,swift:matching:match
148,pmatch,matching,4,go:matching:pmatch,rust:matching:pmatch,cpp:matching:pmatch,c:matching:pmatch,python:matching:pmatch,zig:matching:pmatch,julia:matching:pmatch,nim:matching:pmatch,csharp:matching:pmatch,java:matching:pmatch,kotlin:matching:pmatch,swift:matching:pmatch
149,charmatch,character,3,go:character:charmatch,rust:character:charmatch,cpp:character:charmatch,c:character:charmatch,python:character:charmatch,zig:character:charmatch,julia:character:charmatch,nim:character:charmatch,csharp:character:charmatch,java:character:charmatch,kotlin:character:charmatch,swift:character:charmatch
150,match.call,matching,4,go:matching:match.call,rust:matching:match.call,cpp:matching:match.call,c:matching:match.call,python:matching:match.call,zig:matching:match.call,julia:matching:match.call,nim:matching:match.call,csharp:matching:match.call,java:matching:match.call,kotlin:matching:match.call,swift:matching:match.call
151,crossprod,matrix,1,go:matrix:crossprod,rust:matrix:crossprod,cpp:matrix:crossprod,c:matrix:crossprod,python:matrix:crossprod,zig:matrix:crossprod,julia:matrix:crossprod,nim:matrix:crossprod,csharp:matrix:crossprod,java:matrix:crossprod,kotlin:matrix:crossprod,swift:matrix:crossprod
152,tcrossprod,matrix,1,go:matrix:tcrossprod,rust:matrix:tcrossprod,cpp:matrix:tcrossprod,c:matrix:tcrossprod,python:matrix:tcrossprod,zig:matrix:tcrossprod,julia:matrix:tcrossprod,nim:matrix:tcrossprod,csharp:matrix:tcrossprod,java:matrix:tcrossprod,kotlin:matrix:tcrossprod,swift:matrix:tcrossprod
153,asplit,matrix,8,go:matrix:asplit,rust:matrix:asplit,cpp:matrix:asplit,c:matrix:asplit,python:matrix:asplit,zig:matrix:asplit,julia:matrix:asplit,nim:matrix:asplit,csharp:matrix:asplit,java:matrix:asplit,kotlin:matrix:asplit,swift:matrix:asplit
154,lengths,matrix,2,go:matrix:lengths,rust:matrix:lengths,cpp:matrix:lengths,c:matrix:lengths,python:matrix:lengths,zig:matrix:lengths,julia:matrix:lengths,nim:matrix:lengths,csharp:matrix:lengths,java:matrix:lengths,kotlin:matrix:lengths,swift:matrix:lengths
