feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,java.binary_numeric_promotion,java.primitive_widening_narrowing,java.boxing_unboxing,java.method_invocation_conversion,java.overload_resolution,java.generic_erasure,java.wildcard_extends_super,java.capture_conversion,java.type_inference_constraints,java.raw_types,java.intersection_types,java.var_local_inference,java.array_covariance_store_check,java.null_reference_semantics,java.unsigned_absence_signed_wrap,java.ieee754_always_strict,java.class_interface_inheritance,java.records,java.sealed_classes_interfaces,java.enums_semantics,java.annotation_semantics,java.annotation_processing,java.inner_local_anonymous_classes,java.default_interface_methods,java.field_hiding_method_overriding,java.access_control,java.definite_assignment_unassignment,java.effectively_final_capture,java.static_instance_initialization_order,java.lambda_target_typing,java.method_references,java.virtual_interface_dispatch,java.invokedynamic_bootstrap,java.method_handles_varhandles,java.switch_expression,java.pattern_instanceof,java.record_patterns,java.pattern_switch_exhaustiveness,java.foreach_desugaring,java.labeled_break_continue,java.left_to_right_evaluation,java.short_circuit_boolean,java.checked_unchecked_exceptions,java.try_catch_finally,java.try_with_resources_suppression,java.assert_semantics,java.jpms_modules,java.import_static_resolution,java.package_namespace_resolution,java.reflection_runtime_type,java.class_loading_linking_initialization,java.object_identity_hash_monitor,java.string_interning,java.monitor_synchronized,java.volatile_semantics,java.final_field_memory_semantics,java.happens_before_jmm,java.atomic_varhandle_ordering,java.thread_interruption,java.virtual_threads,java.structured_concurrency,java.classfile_descriptors_signatures,java.bytecode_operand_stack_frames,java.bytecode_verification,java.exception_table_bytecode,java.constant_pool,java.jvm_gc_allocation,java.gc_reachability_reference_types,java.safepoint_deoptimization_osr,java.tiered_jit_compilation,java.escape_analysis_scalar_replacement,java.object_layout_headers_compressed_oops,java.jni_boundary,java.foreign_function_memory_api,java.native_method_resolution,java.compile_time_constants,java.classfile_lowering,java.bridge_synthetic_methods,java.preview_feature_gating,java.value_class_preview
ir,0.000092,0.001069,0.000189,0.000218,0.000189,0.000000,0.000650,0.000189,0.000189,0.000213,0.028583,0.000658,0.000015,0.000189,0.000000,0.000410,0.000189,0.014701,0.013167,0.000189,0.000968,0.000213,0.000213,0.000847,0.000333,0.000708,0.000092,0.000219,0.000213,0.000213,0.000333,0.000684,0.000132,0.000943,0.000218,0.000219,0.000213,0.000189,0.000213,0.000424,0.000189,0.000333,0.000219,1.006511,0.000092,0.000015,0.000189,0.000189,0.000189,0.000189,0.000040,0.013047,0.000092,0.000189,0.000218,0.000256,0.000040,0.000464,0.000219,0.000076,0.000219,0.013945,0.000218,0.000218,0.000092,0.000333,0.000189,0.000218,0.000218,0.000218,0.000367,0.000409,0.000219,0.000218,0.000219,0.000213,0.000119,0.000189,0.000015,0.000189,0.000333,0.000218,0.000213,0.000100,0.000000,0.000083,0.000213,0.000219,0.000189,0.000218,0.000713,0.000189,0.000218,0.000092,0.000333,0.000388,0.000213,0.000189,0.000372,0.000372,0.000372,0.000316,0.000316,0.000372,0.000372,0.000372,0.000372,0.000372,0.000372,0.000372,0.000372,0.000372,0.000372,0.000372,0.000466,0.000466,0.000466,0.000466,0.000466,0.009272,0.000466,0.000316,0.000316,0.002033,0.000390,0.000390,0.000466,0.000316,0.000316,0.000316,0.026921,0.000341,0.000542,0.000542,0.000542,0.000542,0.000542,0.000542,0.000170,0.000170,0.000383,0.000383,0.000383,0.000542,0.002032,0.002033,0.002032,0.000341,0.003083,0.002462,0.002460,0.000345,0.000345,0.000345,0.000345,0.000345,0.000345,0.000345,0.000345,0.026921,0.035417,0.026899,0.026899,0.026899,0.000265,0.000265,0.006816,0.034779,0.034705,0.000265,0.000265,0.000265,0.000265,0.009086,0.035059,0.009282,0.009068,0.000466
layout_alignment,0.035249,0.002798,0.000008,0.000186,0.000008,0.000032,0.000482,0.000008,0.000008,0.000006,0.000188,0.000008,0.000072,0.000008,0.000000,0.002479,0.000008,0.000134,0.000031,0.000008,0.000482,0.000006,0.000006,0.001214,0.000482,0.000006,0.035874,0.000408,0.000006,0.000006,0.000482,0.000186,0.018925,0.000148,0.000186,0.000408,0.000006,0.000008,0.000006,0.000148,0.000008,0.000482,0.000408,0.000118,1.008131,0.000461,0.000008,0.000008,0.000008,0.000008,0.000120,0.000031,0.035327,0.000008,0.000615,0.000008,0.000120,0.000263,0.000368,0.000900,0.000408,0.000159,0.000186,0.000186,0.017536,0.000148,0.000008,0.002402,0.000186,0.000186,0.000186,0.000311,0.000408,0.000416,0.000425,0.000006,0.000072,0.000008,0.000072,0.000008,0.000653,0.000186,0.000006,0.000072,0.000000,0.000046,0.000006,0.000408,0.000008,0.000186,0.000186,0.000008,0.000186,0.017536,0.000148,0.000482,0.000006,0.000008,0.000391,0.000391,0.000391,0.000379,0.000379,0.000391,0.000391,0.000391,0.000391,0.000391,0.000391,0.000391,0.000391,0.000391,0.000391,0.000391,0.000665,0.000665,0.000665,0.000665,0.000665,0.000095,0.000665,0.000379,0.000379,0.000156,0.000064,0.000064,0.000665,0.000379,0.000379,0.000379,0.000277,0.002479,0.000044,0.000044,0.000044,0.000044,0.000044,0.000044,0.000007,0.000007,0.000287,0.000287,0.000287,0.000044,0.000156,0.000156,0.000156,0.002479,0.006062,0.006063,0.006495,0.000257,0.000257,0.000257,0.000257,0.000257,0.000257,0.000257,0.000257,0.000277,0.000277,0.000277,0.000277,0.000277,0.012126,0.012137,0.002406,0.002404,0.002406,0.044292,0.036476,0.046926,0.035717,0.000095,0.000095,0.000095,0.000095,0.041066
lifetime,0.000001,0.000105,0.000026,0.000359,0.000026,0.000017,0.019316,0.000026,0.000026,0.000019,0.000010,0.000308,0.008581,0.000052,0.000000,0.019890,0.000422,0.000010,0.000010,0.000026,0.019314,0.000019,0.000019,0.000417,0.019298,0.000019,0.000001,0.000127,0.000019,0.000019,0.019260,0.000384,0.000001,0.002741,0.000359,0.000127,0.000019,0.000026,0.000142,0.003223,0.000026,0.019433,0.000127,0.000010,0.000249,1.003655,0.000026,0.000026,0.000026,0.000026,0.000000,0.000010,0.000001,0.000026,0.019095,0.000401,0.000000,0.003225,0.000736,0.008330,0.000127,0.000010,0.000359,0.000612,0.000001,0.003169,0.000026,0.000359,0.000359,0.000359,0.000359,0.000359,0.000127,0.000359,0.000136,0.000019,0.008689,0.000026,0.008278,0.000026,0.019375,0.000857,0.000019,0.008301,0.000000,0.000000,0.000019,0.000127,0.000026,0.000359,0.000384,0.000026,0.000359,0.000001,0.003569,0.019330,0.000019,0.000026,0.000372,0.000372,0.000544,0.002726,0.002772,0.000377,0.000377,0.000628,0.000372,0.000548,0.000372,0.000400,0.000372,0.000372,0.000372,0.000372,0.019443,0.019464,0.019443,0.019442,0.019436,0.000691,0.019797,0.003220,0.002766,0.004225,0.005507,0.005394,0.019465,0.002727,0.002726,0.003130,0.000288,0.001489,0.000206,0.000206,0.000465,0.000206,0.000206,0.000206,0.000024,0.000024,0.000098,0.000098,0.000098,0.000206,0.004181,0.004089,0.004146,0.001652,0.000505,0.000475,0.000304,0.000082,0.000082,0.000291,0.000082,0.000082,0.000082,0.000082,0.000082,0.000303,0.000288,0.000288,0.000288,0.000540,0.000263,0.000263,0.000092,0.000092,0.000092,0.000263,0.000100,0.000100,0.000246,0.000690,0.000457,0.000470,0.000691,0.019446
literal_boolean,0.000004,0.000076,0.017188,0.000128,0.017252,0.000121,0.000039,0.017188,0.017367,0.001883,0.000114,0.008304,0.000064,0.017309,0.000094,0.000103,0.008130,0.000057,0.000014,0.017188,0.000054,0.001883,0.001568,0.000412,0.000039,0.001602,0.000004,0.000056,0.001883,0.001883,0.000058,0.000159,0.000004,0.000154,0.000139,0.000056,0.001883,0.017188,0.002117,0.000039,0.017188,0.000077,0.000056,0.000112,0.000004,0.000023,1.003512,0.017207,0.017188,0.017188,0.000103,0.000014,0.000004,0.017188,0.000055,0.008280,0.000116,0.000039,0.000074,0.000345,0.000056,0.000067,0.000128,0.000386,0.000004,0.000356,0.008303,0.000126,0.000392,0.000133,0.000136,0.000126,0.000056,0.000128,0.000063,0.001871,0.000041,0.017188,0.000048,0.017188,0.000079,0.000221,0.001906,0.000023,0.000108,0.000144,0.001604,0.000056,0.017188,0.000126,0.000165,0.017188,0.000128,0.000004,0.000108,0.000039,0.001871,0.008279,0.001534,0.001325,0.001325,0.002326,0.002135,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001155,0.001362,0.001336,0.001336,0.000067,0.000067,0.000067,0.000067,0.000067,0.000035,0.000067,0.002109,0.002135,0.000134,0.001085,0.001164,0.000067,0.002137,0.002188,0.002136,0.001120,0.000955,0.003936,0.004113,0.003937,0.003937,0.003916,0.003922,0.017478,0.017286,0.001235,0.001243,0.001236,0.003938,0.000040,0.000134,0.000040,0.000955,0.000057,0.000057,0.000057,0.000993,0.000993,0.000994,0.000993,0.000993,0.000993,0.000993,0.000993,0.001027,0.001026,0.001026,0.001053,0.001026,0.000034,0.000034,0.000983,0.000982,0.000983,0.000034,0.000036,0.000036,0.000036,0.000035,0.000035,0.000035,0.000035,0.000067
literal_null,0.000003,0.000082,0.016355,0.000274,0.016416,0.000115,0.000047,0.016355,0.016525,0.001790,0.000108,0.007905,0.000060,0.016470,0.000090,0.000107,0.007740,0.000054,0.000013,0.016355,0.000061,0.001790,0.001491,0.000401,0.000047,0.001524,0.000003,0.000063,0.001790,0.001790,0.000065,0.000303,0.000003,0.000298,0.000284,0.000063,0.001790,0.016355,0.002013,0.000047,0.016355,0.000083,0.000063,0.000107,0.000003,0.000022,0.016355,1.003565,0.016355,0.016355,0.000098,0.000013,0.000003,0.016355,0.000094,0.007882,0.000110,0.000047,0.000080,0.000328,0.000063,0.000064,0.000331,0.000408,0.000003,0.000348,0.007905,0.000272,0.000525,0.000279,0.000281,0.000272,0.000063,0.000331,0.000070,0.001779,0.000039,0.016355,0.000045,0.016355,0.000085,0.000362,0.001812,0.000022,0.000102,0.000137,0.001525,0.000063,0.016355,0.000272,0.000309,0.016355,0.000274,0.000003,0.000113,0.000047,0.001779,0.007882,0.001610,0.001412,0.001412,0.002246,0.002064,0.001224,0.001224,0.001224,0.001224,0.001224,0.001224,0.001224,0.001251,0.018395,0.001422,0.001422,0.000081,0.000081,0.000081,0.000081,0.000081,0.000041,0.000081,0.002040,0.002064,0.000135,0.001031,0.001107,0.000081,0.002067,0.002115,0.002065,0.001080,0.000934,0.003750,0.003918,0.003751,0.003751,0.003731,0.003737,0.016629,0.016447,0.001182,0.001190,0.001183,0.003752,0.000045,0.000135,0.000045,0.000934,0.000072,0.000072,0.000072,0.000951,0.000951,0.000952,0.000951,0.000951,0.000951,0.000951,0.000951,0.000992,0.000990,0.000991,0.001017,0.000991,0.000040,0.000040,0.000942,0.000941,0.000942,0.000040,0.000052,0.000052,0.000052,0.000041,0.000041,0.000041,0.000041,0.000081
literal_numeric,0.000004,0.000076,0.017188,0.000128,0.017252,0.000121,0.000039,0.017188,0.017367,0.001883,0.000114,0.008304,0.000064,0.017309,0.000094,0.000103,0.008130,0.000057,0.000014,0.017188,0.000054,0.001883,0.001568,0.000412,0.000039,0.001602,0.000004,0.000056,0.001883,0.001883,0.000058,0.000159,0.000004,0.000154,0.000139,0.000056,0.001883,0.017188,0.002117,0.000039,0.017188,0.000077,0.000056,0.000112,0.000004,0.000023,0.017188,0.017207,1.003512,0.017188,0.000103,0.000014,0.000004,0.017188,0.000055,0.008280,0.000116,0.000039,0.000074,0.000345,0.000056,0.000067,0.000128,0.000386,0.000004,0.000356,0.008303,0.000126,0.000392,0.000133,0.000136,0.000126,0.000056,0.000128,0.000063,0.001871,0.000041,0.017188,0.000048,0.017188,0.000079,0.000221,0.001906,0.000023,0.000108,0.000144,0.001604,0.000056,0.017188,0.000126,0.000165,0.017188,0.000128,0.000004,0.000108,0.000039,0.001871,0.008279,0.001534,0.001325,0.001325,0.002326,0.002135,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001155,0.001362,0.001336,0.001336,0.000067,0.000067,0.000067,0.000067,0.000067,0.000035,0.000067,0.002109,0.002135,0.000134,0.001085,0.001164,0.000067,0.002137,0.002188,0.002136,0.001120,0.000955,0.003936,0.004113,0.003937,0.003937,0.003916,0.003922,0.017478,0.017286,0.001235,0.001243,0.001236,0.003938,0.000040,0.000134,0.000040,0.000955,0.000057,0.000057,0.000057,0.000993,0.000993,0.000994,0.000993,0.000993,0.000993,0.000993,0.000993,0.001027,0.001026,0.001026,0.001053,0.001026,0.000034,0.000034,0.000983,0.000982,0.000983,0.000034,0.000036,0.000036,0.000036,0.000035,0.000035,0.000035,0.000035,0.000067
literal_string,0.000004,0.000076,0.017188,0.000128,0.017252,0.000121,0.000039,0.017188,0.017367,0.001883,0.000114,0.008304,0.000064,0.017309,0.000094,0.000103,0.008130,0.000057,0.000014,0.017188,0.000054,0.001883,0.001568,0.000412,0.000039,0.001602,0.000004,0.000056,0.001883,0.001883,0.000058,0.000159,0.000004,0.000154,0.000139,0.000056,0.001883,0.017188,0.002117,0.000039,0.017188,0.000077,0.000056,0.000112,0.000004,0.000023,0.017188,0.017207,0.017188,1.003512,0.000103,0.000014,0.000004,0.017188,0.000055,0.008280,0.000116,0.000039,0.000074,0.000345,0.000056,0.000067,0.000128,0.000386,0.000004,0.000356,0.008303,0.000126,0.000392,0.000133,0.000136,0.000126,0.000056,0.000128,0.000063,0.001871,0.000041,0.017188,0.000048,0.017188,0.000079,0.000221,0.001906,0.000023,0.000108,0.000144,0.001604,0.000056,0.017188,0.000126,0.000165,0.017188,0.000128,0.000004,0.000108,0.000039,0.001871,0.008279,0.001534,0.001325,0.001325,0.002326,0.002135,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001155,0.001362,0.001336,0.001336,0.000067,0.000067,0.000067,0.000067,0.000067,0.000035,0.000067,0.002109,0.002135,0.000134,0.001085,0.001164,0.000067,0.002137,0.002188,0.002136,0.001120,0.000955,0.003936,0.004113,0.003937,0.003937,0.003916,0.003922,0.017478,0.017286,0.001235,0.001243,0.001236,0.003938,0.000040,0.000134,0.000040,0.000955,0.000057,0.000057,0.000057,0.000993,0.000993,0.000994,0.000993,0.000993,0.000993,0.000993,0.000993,0.001027,0.001026,0.001026,0.001053,0.001026,0.000034,0.000034,0.000983,0.000982,0.000983,0.000034,0.000036,0.000036,0.000036,0.000035,0.000035,0.000035,0.000035,0.000067
lock_mutex,0.000093,0.000483,0.000172,0.000040,0.000172,0.029210,0.000040,0.000172,0.000172,0.000000,0.000040,0.000172,0.000000,0.000172,0.028622,0.001341,0.000172,0.000040,0.000040,0.000172,0.000040,0.000000,0.000000,0.000483,0.000040,0.000000,0.000093,0.000483,0.000000,0.000000,0.000040,0.000040,0.000093,0.000040,0.000040,0.000483,0.000000,0.000172,0.000000,0.000040,0.000172,0.000040,0.000483,0.000040,0.000093,0.000000,0.000172,0.000172,0.000172,0.000172,1.007320,0.000040,0.000093,0.000172,0.000040,0.000172,0.030416,0.000040,0.000483,0.000000,0.000483,0.000040,0.000040,0.000040,0.000093,0.000040,0.000172,0.000040,0.000040,0.000040,0.000040,0.000040,0.000483,0.000040,0.000483,0.000000,0.000000,0.000172,0.000000,0.000172,0.000040,0.000040,0.000000,0.000000,0.029118,0.029904,0.000000,0.000483,0.000172,0.000040,0.000040,0.000172,0.000040,0.000093,0.000532,0.000040,0.000000,0.000172,0.000225,0.000225,0.000225,0.000185,0.000185,0.000225,0.000225,0.000225,0.000225,0.000225,0.000225,0.000225,0.000225,0.000225,0.000225,0.000225,0.000225,0.000225,0.000225,0.000225,0.000225,0.000070,0.000225,0.000185,0.000185,0.000031,0.000155,0.000155,0.000225,0.000185,0.000185,0.000185,0.000415,0.001075,0.000169,0.000169,0.000169,0.000169,0.000169,0.000169,0.000155,0.000155,0.000375,0.000375,0.000375,0.000169,0.000031,0.000031,0.000031,0.000372,0.000773,0.032576,0.000773,0.037666,0.029411,0.029083,0.037866,0.029411,0.029241,0.029241,0.029241,0.000415,0.000415,0.000415,0.000415,0.000415,0.000464,0.000464,0.001056,0.000415,0.000415,0.000464,0.000275,0.000275,0.000275,0.000070,0.000070,0.000070,0.000070,0.000225
macro,0.000038,0.000179,0.000038,0.000277,0.000038,0.000000,0.002474,0.000038,0.000038,0.000043,0.020832,0.000134,0.000024,0.000038,0.000000,0.000740,0.000038,0.022014,0.042212,0.000038,0.001537,0.000043,0.000043,0.001092,0.000618,0.000144,0.000038,0.000052,0.000043,0.000043,0.000618,0.000372,0.000101,0.001554,0.000277,0.000052,0.000043,0.000038,0.000043,0.000763,0.000038,0.000618,0.000052,0.020715,0.000038,0.000024,0.000038,0.000038,0.000038,0.000038,0.000064,1.005771,0.000038,0.000038,0.000277,0.000144,0.000064,0.000825,0.000052,0.000121,0.000052,0.019606,0.000277,0.000277,0.000038,0.000618,0.000038,0.000277,0.000277,0.000277,0.001152,0.001219,0.000052,0.000277,0.000052,0.000043,0.000188,0.000038,0.000024,0.000038,0.000618,0.000277,0.000043,0.000159,0.000000,0.000132,0.000043,0.000052,0.000038,0.000277,0.000378,0.000038,0.000277,0.000038,0.000618,0.000705,0.000043,0.000038,0.000263,0.000263,0.000263,0.000233,0.000233,0.000263,0.000263,0.000263,0.000263,0.000263,0.000263,0.000263,0.000263,0.000263,0.000263,0.000263,0.000528,0.000528,0.000528,0.000528,0.000528,0.042420,0.000528,0.000233,0.000233,0.003436,0.000094,0.000094,0.000528,0.000233,0.000233,0.000233,0.007067,0.000246,0.000271,0.000271,0.000271,0.000271,0.000271,0.000271,0.000034,0.000034,0.000083,0.000083,0.000083,0.000271,0.003435,0.003437,0.003435,0.000246,0.003678,0.003233,0.003229,0.000075,0.000075,0.000075,0.000075,0.000075,0.000075,0.000075,0.000075,0.007067,0.007202,0.007063,0.007063,0.007063,0.000078,0.000078,0.007512,0.007737,0.007566,0.000078,0.000078,0.000078,0.000078,0.042434,0.043259,0.042476,0.042328,0.000528
manual_memory,0.044129,0.002696,0.000010,0.000198,0.000010,0.000040,0.000030,0.000010,0.000010,0.000007,0.000238,0.000010,0.000003,0.000010,0.000000,0.001233,0.000010,0.000170,0.000039,0.000010,0.000030,0.000007,0.000007,0.001379,0.000030,0.000007,0.044920,0.000357,0.000007,0.000007,0.000030,0.000198,0.022725,0.000030,0.000198,0.000357,0.000007,0.000010,0.000007,0.000030,0.000010,0.000030,0.000357,0.000149,0.044741,0.000003,0.000010,0.000010,0.000010,0.000010,0.000152,0.000039,1.007878,0.000010,0.000198,0.000010,0.000152,0.000175,0.000306,0.001052,0.000357,0.000202,0.000198,0.000198,0.021267,0.000030,0.000010,0.001894,0.000198,0.000198,0.000198,0.000356,0.000357,0.000490,0.000379,0.000007,0.000003,0.000010,0.000003,0.000010,0.000030,0.000198,0.000007,0.000003,0.000000,0.000059,0.000007,0.000357,0.000010,0.000198,0.000198,0.000010,0.000198,0.021267,0.000030,0.000030,0.000007,0.000010,0.000389,0.000389,0.000389,0.000316,0.000316,0.000389,0.000389,0.000389,0.000389,0.000389,0.000389,0.000389,0.000389,0.000389,0.000389,0.000389,0.000221,0.000221,0.000221,0.000221,0.000221,0.000055,0.000221,0.000316,0.000316,0.000023,0.000016,0.000016,0.000221,0.000316,0.000316,0.000316,0.000256,0.002887,0.000030,0.000030,0.000030,0.000030,0.000030,0.000030,0.000009,0.000009,0.000243,0.000243,0.000243,0.000030,0.000023,0.000023,0.000023,0.002887,0.007411,0.007412,0.007960,0.000218,0.000218,0.000218,0.000218,0.000218,0.000218,0.000218,0.000218,0.000256,0.000256,0.000256,0.000256,0.000256,0.014439,0.014453,0.002923,0.002920,0.002923,0.015678,0.045630,0.058755,0.044668,0.000055,0.000055,0.000055,0.000055,0.001732
map_dict,0.000004,0.000076,0.017188,0.000128,0.017252,0.000121,0.000039,0.017188,0.017367,0.001883,0.000114,0.008304,0.000064,0.017309,0.000094,0.000103,0.008130,0.000057,0.000014,0.017188,0.000054,0.001883,0.001568,0.000412,0.000039,0.001602,0.000004,0.000056,0.001883,0.001883,0.000058,0.000159,0.000004,0.000154,0.000139,0.000056,0.001883,0.017188,0.002117,0.000039,0.017188,0.000077,0.000056,0.000112,0.000004,0.000023,0.017188,0.017207,0.017188,0.017188,0.000103,0.000014,0.000004,1.003512,0.000055,0.008280,0.000116,0.000039,0.000074,0.000345,0.000056,0.000067,0.000128,0.000386,0.000004,0.000356,0.008303,0.000126,0.000392,0.000133,0.000136,0.000126,0.000056,0.000128,0.000063,0.001871,0.000041,0.017188,0.000048,0.017188,0.000079,0.000221,0.001906,0.000023,0.000108,0.000144,0.001604,0.000056,0.017188,0.000126,0.000165,0.017188,0.000128,0.000004,0.000108,0.000039,0.001871,0.008279,0.001534,0.001325,0.001325,0.002326,0.002135,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001127,0.001155,0.001362,0.001336,0.001336,0.000067,0.000067,0.000067,0.000067,0.000067,0.000035,0.000067,0.002109,0.002135,0.000134,0.001085,0.001164,0.000067,0.002137,0.002188,0.002136,0.001120,0.000955,0.003936,0.004113,0.003937,0.003937,0.003916,0.003922,0.017478,0.017286,0.001235,0.001243,0.001236,0.003938,0.000040,0.000134,0.000040,0.000955,0.000057,0.000057,0.000057,0.000993,0.000993,0.000994,0.000993,0.000993,0.000993,0.000993,0.000993,0.001027,0.001026,0.001026,0.001053,0.001026,0.000034,0.000034,0.000983,0.000982,0.000983,0.000034,0.000036,0.000036,0.000036,0.000035,0.000035,0.000035,0.000035,0.000067
map_type,0.000060,0.000108,0.000046,0.006441,0.000046,0.000012,0.013842,0.000046,0.000153,0.000063,0.000144,0.000245,0.000564,0.000178,0.000000,0.014321,0.000221,0.000080,0.000096,0.000046,0.013834,0.000063,0.000020,0.000367,0.013793,0.000071,0.000072,0.000124,0.000063,0.000063,0.013766,0.006464,0.000057,0.003049,0.006484,0.000124,0.000063,0.000046,0.000066,0.002032,0.000046,0.013889,0.000124,0.000106,0.000236,0.013566,0.000046,0.000081,0.000046,0.000046,0.000020,0.000085,0.000060,0.000046,1.002779,0.000254,0.000020,0.002052,0.000123,0.000584,0.000124,0.000033,0.006441,0.005926,0.000020,0.002274,0.000096,0.006454,0.006454,0.006462,0.006491,0.006472,0.000124,0.006443,0.000131,0.000061,0.000595,0.000046,0.000374,0.000046,0.013857,0.006866,0.000069,0.000433,0.000000,0.000000,0.000028,0.000124,0.000046,0.006430,0.006487,0.000046,0.006441,0.000020,0.002158,0.013780,0.000061,0.000091,0.004458,0.004457,0.004579,0.002053,0.002057,0.004457,0.004457,0.004458,0.004524,0.004560,0.004473,0.004457,0.004455,0.004458,0.004438,0.004439,0.013907,0.013867,0.013907,0.013851,0.013847,0.001350,0.013805,0.002381,0.002083,0.001708,0.000286,0.000286,0.013868,0.002154,0.002029,0.002317,0.000989,0.001141,0.000887,0.000887,0.001072,0.000943,0.000887,0.000887,0.000045,0.000112,0.000160,0.000102,0.000102,0.000952,0.001720,0.001561,0.001560,0.001256,0.001237,0.001216,0.001157,0.000081,0.000081,0.000230,0.000081,0.000081,0.000081,0.000081,0.000081,0.001064,0.000988,0.001052,0.000988,0.001167,0.000231,0.000301,0.000113,0.000113,0.000113,0.000299,0.000935,0.001000,0.000936,0.001480,0.001184,0.001194,0.001349,0.013854
member_access,0.000003,0.000166,0.006725,0.000309,0.006794,0.000098,0.000356,0.006725,0.006844,0.001482,0.000125,0.014057,0.000314,0.006950,0.000077,0.000545,0.013777,0.000078,0.000044,0.006725,0.000368,0.001482,0.001226,0.013145,0.000356,0.001254,0.000003,0.000150,0.001482,0.001482,0.000511,0.000473,0.000003,0.000449,0.000318,0.000150,0.001482,0.006725,0.001569,0.000813,0.006725,0.000664,0.000150,0.000123,0.000003,0.000281,0.006725,0.006736,0.006725,0.006725,0.000084,0.000044,0.000003,0.006725,0.000250,1.003520,0.000094,0.000720,0.000164,0.013398,0.000150,0.000087,0.000309,0.013099,0.000003,0.013131,0.006301,0.000307,0.000407,0.000313,0.000315,0.000307,0.000150,0.000309,0.000156,0.001472,0.000813,0.006725,0.000301,0.006725,0.000389,0.000584,0.001501,0.000705,0.000088,0.000117,0.001255,0.000150,0.006725,0.000307,0.000478,0.006725,0.000309,0.000003,0.000412,0.000632,0.001472,0.006281,0.001276,0.001200,0.001200,0.013386,0.013427,0.001127,0.001127,0.001127,0.001275,0.001127,0.001127,0.001127,0.001150,0.001214,0.001204,0.001204,0.000484,0.000636,0.000484,0.000484,0.000484,0.000191,0.000484,0.013272,0.017462,0.015924,0.001004,0.001166,0.000484,0.013273,0.017442,0.013321,0.001234,0.001160,0.003076,0.003141,0.003077,0.003077,0.003060,0.003065,0.017119,0.005746,0.001034,0.001041,0.001034,0.003077,0.000736,0.016127,0.000937,0.001160,0.000178,0.000178,0.000178,0.000798,0.000798,0.000799,0.000798,0.000798,0.000797,0.000797,0.000797,0.000893,0.000892,0.000892,0.000914,0.000892,0.000084,0.000084,0.000780,0.000779,0.000780,0.000084,0.000127,0.000127,0.000526,0.000191,0.000191,0.000373,0.000191,0.000484
memory_model,0.000087,0.000501,0.000180,0.000037,0.000180,0.027739,0.000037,0.000180,0.000180,0.000000,0.000037,0.000180,0.000000,0.000180,0.027090,0.001419,0.000180,0.000037,0.000037,0.000180,0.000037,0.000000,0.000000,0.000501,0.000037,0.000000,0.000087,0.000501,0.000000,0.000000,0.000037,0.000037,0.000087,0.000037,0.000037,0.000501,0.000000,0.000180,0.000000,0.000037,0.000180,0.000037,0.000501,0.000037,0.000087,0.000000,0.000180,0.000180,0.000180,0.000180,0.028330,0.000037,0.000087,0.000180,0.000037,0.000180,1.007793,0.000037,0.000501,0.000000,0.000501,0.000037,0.000037,0.000037,0.000087,0.000037,0.000180,0.000037,0.000037,0.000037,0.000037,0.000037,0.000501,0.000037,0.000501,0.000000,0.000000,0.000180,0.000000,0.000180,0.000037,0.000037,0.000000,0.000000,0.027552,0.028385,0.000000,0.000501,0.000180,0.000037,0.000037,0.000180,0.000037,0.000087,0.000666,0.000037,0.000000,0.000180,0.000227,0.000227,0.000227,0.000187,0.000187,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000227,0.000065,0.000227,0.000187,0.000187,0.000029,0.000162,0.000162,0.000227,0.000187,0.000187,0.000187,0.000422,0.001037,0.000173,0.000173,0.000173,0.000173,0.000173,0.000173,0.000162,0.000162,0.000389,0.000389,0.000389,0.000173,0.000029,0.000029,0.000029,0.000382,0.000738,0.030406,0.000738,0.035525,0.035521,0.035228,0.035712,0.035521,0.027666,0.027666,0.027666,0.000422,0.000422,0.000422,0.000422,0.000422,0.000472,0.000472,0.001020,0.000422,0.000422,0.000472,0.000274,0.000274,0.000274,0.000065,0.000065,0.000065,0.000065,0.000227
