feature,abi_calling_convention,allocation,array_list,array_type,assignment,atomic,attribute_annotation,await,binary_op,break,bytecode_vm,call,capture,cast_conversion,channel,class,closure_lambda,code_generation,compile_time_eval,comprehension,constant,continue,defer_cleanup,dynamic_dispatch,enum,exception_try,ffi,filesystem,for,foreach_iteration,function,function_type,gc,generic,generic_constraint,global_state,goto_label,identifier,if,import,index,interface_trait,io,ir,layout_alignment,lifetime,literal_boolean,literal_null,literal_numeric,literal_string,lock_mutex,macro,manual_memory,map_dict,map_type,member_access,memory_model,module,mutation,name_resolution,network,optimizer,optional_nullable,overload_resolution,ownership,parameter,pattern,pointer,primitive_bool,primitive_float,primitive_integer,primitive_string,random,reference,reflection,return,scope,set,shadowing,slice,struct,subtyping,switch_match,symbol_table,task_async,thread,throw_raise,time,tuple,tuple_type,type_inference,unary_op,union_sum,unsafe,variable,visibility,while,yield,kotlin.nullable_type,kotlin.null_safety_flow,kotlin.safe_call,kotlin.elvis_operator,kotlin.non_null_assertion,kotlin.smart_cast,kotlin.platform_flexible_type,kotlin.definitely_non_null_type,kotlin.intersection_type,kotlin.captured_type,kotlin.type_alias,kotlin.variance_in_out,kotlin.star_projection,kotlin.generic_where_constraints,kotlin.type_inference_constraint_system,kotlin.builder_inference,kotlin.reified_type_parameter,kotlin.function_type,kotlin.receiver_function_type,kotlin.suspend_function_type,kotlin.unit_type,kotlin.nothing_type,kotlin.unsigned_integer_types,kotlin.value_class,kotlin.data_class,kotlin.sealed_class_interface,kotlin.enum_entry_semantics,kotlin.object_singleton,kotlin.companion_object,kotlin.extension_function_property,kotlin.delegated_property,kotlin.backing_field_accessor,kotlin.constructor_init_order,kotlin.internal_visibility,kotlin.annotation_use_site,kotlin.context_receivers_parameters,kotlin.operator_overloading,kotlin.infix_function,kotlin.named_arguments,kotlin.default_arguments,kotlin.vararg_spread,kotlin.trailing_lambda,kotlin.implicit_receiver_tower,kotlin.overload_resolution,kotlin.member_extension_resolution,kotlin.sam_conversion,kotlin.callable_reference,kotlin.reflection_kclass,kotlin.destructuring_component,kotlin.when_expression,kotlin.when_exhaustiveness,kotlin.range_progression_iteration,kotlin.labeled_control_flow,kotlin.nonlocal_return,kotlin.try_expression,kotlin.exception_throw_catch_finally,kotlin.inline_function,kotlin.crossinline_noinline,kotlin.contracts_dsl,kotlin.calls_in_place_effect,kotlin.returns_implies_effect,kotlin.suspend_resume,kotlin.continuation_state_machine,kotlin.coroutine_suspension_points,kotlin.suspend_lambda,kotlin.expect_actual,kotlin.jvm_boxing_unboxing,kotlin.java_nullability_enhancement,kotlin.jvm_signature_mangling,kotlin.js_dynamic_external,kotlin.native_c_objc_interop,kotlin.klib_metadata,kotlin.fir_semantic_resolution,kotlin.fir_data_flow,kotlin.fir_to_ir,kotlin.ir_semantics,kotlin.jvm_backend_lowering,kotlin.js_backend_lowering,kotlin.native_backend_lowering,kotlin.wasm_backend_lowering,kotlin.compiler_plugin_extension_points,kotlin.const_evaluation
member_access,0.003804,0.000348,0.009016,0.000177,0.009042,0.000080,0.000269,0.008899,0.009042,0.001934,0.000095,0.012616,0.000265,0.009042,0.000080,0.000269,0.008899,0.000095,0.000095,0.009042,0.000432,0.001934,0.001797,0.003877,0.000269,0.001797,0.000087,0.000348,0.001934,0.001934,0.000303,0.000177,0.000087,0.000236,0.000177,0.000348,0.001934,0.009010,0.001934,0.000269,0.009016,0.000269,0.000348,0.000095,0.000087,0.000367,0.009042,0.008933,0.009042,0.009042,0.000080,0.000095,0.000087,0.009016,0.000177,1.001942,0.000080,0.000269,0.000348,0.003948,0.000348,0.000095,0.000274,0.000177,0.000087,0.004004,0.009010,0.000177,0.000177,0.000177,0.000177,0.000177,0.000348,0.000177,0.003877,0.001934,0.000395,0.009016,0.000395,0.009016,0.000269,0.000177,0.001934,0.000395,0.000080,0.000080,0.001797,0.000348,0.009016,0.000177,0.000177,0.009042,0.000177,0.000087,0.000432,0.000269,0.001934,0.009010,0.003884,0.003884,0.003884,0.003884,0.003884,0.003884,0.003884,0.003884,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.000308,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.001343,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.007650,0.004262,0.004262,0.004986,0.004262,0.003575,0.001422,0.001422,0.003575,0.003575,0.001223,0.001223,0.001223,0.002290,0.002290,0.002290,0.002290,0.000230,0.000219,0.000230,0.000219,0.000230,0.000230,0.000230,0.002300,0.002300,0.002300,0.002300,0.002300,0.002300,0.002300,0.002300,0.002300,0.001223
memory_model,0.000000,0.000118,0.000358,0.000000,0.000358,0.057958,0.000000,0.019745,0.000358,0.000286,0.000118,0.000358,0.000000,0.000358,0.057958,0.000000,0.000358,0.000118,0.000118,0.000358,0.000000,0.000286,0.000286,0.000118,0.000000,0.000286,0.000000,0.000118,0.000286,0.000286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000118,0.000286,0.000358,0.000286,0.000000,0.000358,0.000000,0.000118,0.000118,0.000000,0.000000,0.000358,0.000358,0.000358,0.000358,0.057958,0.000118,0.000000,0.000358,0.000000,0.000358,1.012145,0.000000,0.000118,0.000000,0.000118,0.000118,0.000000,0.000000,0.000000,0.000000,0.000358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000118,0.000000,0.000118,0.000286,0.000000,0.000358,0.000000,0.000358,0.000000,0.000000,0.000286,0.000000,0.057958,0.057958,0.000286,0.000118,0.000358,0.000000,0.000000,0.000358,0.000000,0.000000,0.000000,0.000000,0.000286,0.000358,0.000471,0.000471,0.000471,0.000471,0.000471,0.000471,0.000471,0.000471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000013,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000223,0.000371,0.000371,0.000416,0.000371,0.000223,0.000370,0.000370,0.000223,0.000223,0.000190,0.000190,0.000190,0.030363,0.030363,0.030363,0.030363,0.000089,0.000089,0.000089,0.000089,0.000089,0.000089,0.000089,0.000317,0.000317,0.000317,0.000317,0.000317,0.000317,0.000317,0.000317,0.000317,0.000190
module,0.000211,0.000107,0.000189,0.002372,0.000267,0.000000,0.013475,0.000185,0.000267,0.000075,0.000127,0.000288,0.002220,0.000267,0.000000,0.013475,0.000257,0.000127,0.000127,0.000267,0.009309,0.000075,0.000055,0.000127,0.013475,0.000055,0.000120,0.000107,0.000075,0.000075,0.009283,0.002372,0.000120,0.009432,0.002372,0.000107,0.000075,0.000205,0.000075,0.013475,0.000189,0.013475,0.000107,0.000127,0.000120,0.002174,0.000267,0.000214,0.000267,0.000267,0.000000,0.000127,0.000120,0.000189,0.002372,0.000288,0.000000,1.002086,0.000107,0.002258,0.000107,0.000127,0.002200,0.002372,0.000120,0.009329,0.000205,0.002372,0.002372,0.002372,0.002372,0.002372,0.000107,0.002372,0.000127,0.000075,0.002238,0.000189,0.002238,0.000189,0.013475,0.002372,0.000075,0.002238,0.000000,0.000000,0.000055,0.000107,0.000189,0.002372,0.002372,0.000267,0.002372,0.000120,0.009309,0.013475,0.000075,0.000205,0.001379,0.001379,0.001379,0.001379,0.001379,0.001379,0.001379,0.001379,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.003366,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.009502,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.002966,0.001344,0.001344,0.001608,0.001344,0.002569,0.000060,0.000060,0.002569,0.002569,0.002589,0.002589,0.002589,0.000084,0.000084,0.000084,0.000084,0.002939,0.001406,0.002939,0.001406,0.002939,0.002939,0.002939,0.000195,0.000195,0.000195,0.000195,0.000195,0.000195,0.000195,0.000195,0.000195,0.002589
mutation,0.000270,0.028094,0.000520,0.000077,0.009664,0.000058,0.000221,0.000558,0.009664,0.000222,0.000091,0.000766,0.000299,0.009664,0.000058,0.000221,0.000520,0.000091,0.000091,0.009664,0.009358,0.000222,0.000292,0.019285,0.000221,0.000292,0.000047,0.028094,0.000222,0.000222,0.000221,0.000077,0.000047,0.000221,0.000077,0.028094,0.000222,0.000520,0.000222,0.000221,0.000520,0.000221,0.028094,0.000091,0.000047,0.000299,0.009664,0.000566,0.009664,0.009664,0.000058,0.000091,0.000047,0.000520,0.000077,0.000766,0.000058,0.000221,1.004886,0.000545,0.028094,0.000091,0.000123,0.000077,0.000047,0.000467,0.000520,0.000077,0.000077,0.000077,0.000077,0.000077,0.028094,0.000077,0.019285,0.000222,0.009395,0.000520,0.009395,0.000520,0.000221,0.000077,0.000222,0.009395,0.000058,0.000058,0.000292,0.028094,0.000520,0.000077,0.000077,0.009664,0.000077,0.000047,0.009358,0.000221,0.000222,0.000520,0.002581,0.002581,0.002581,0.002581,0.002581,0.002581,0.002581,0.002581,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000370,0.000370,0.000418,0.000370,0.000338,0.006694,0.006694,0.000338,0.000338,0.005158,0.005158,0.005158,0.002447,0.002447,0.002447,0.002447,0.000132,0.002527,0.000132,0.002527,0.000132,0.000132,0.000132,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201,0.005158
name_resolution,0.006043,0.000399,0.000376,0.000552,0.000583,0.000000,0.003407,0.000376,0.000583,0.000164,0.000111,0.006360,0.012833,0.000583,0.000000,0.003407,0.000510,0.000111,0.000111,0.000583,0.003408,0.000164,0.000095,0.006103,0.003407,0.000095,0.000146,0.000399,0.000164,0.000164,0.003329,0.000552,0.000146,0.003350,0.000552,0.000399,0.000164,0.000444,0.000164,0.003407,0.000376,0.003407,0.000399,0.000111,0.000146,0.012812,0.000583,0.000376,0.000583,0.000583,0.000000,0.000111,0.000146,0.000376,0.000552,0.006360,0.000000,0.003407,0.000399,1.001619,0.000399,0.000111,0.000406,0.000552,0.000146,0.009180,0.000444,0.000552,0.000552,0.000552,0.000552,0.000552,0.000399,0.000552,0.006103,0.000164,0.012967,0.000376,0.012967,0.000376,0.003407,0.000552,0.000164,0.012967,0.000000,0.000000,0.000095,0.000399,0.000376,0.000552,0.000552,0.000583,0.000552,0.000146,0.003408,0.003407,0.000164,0.000444,0.000556,0.000556,0.000556,0.000556,0.000556,0.000556,0.000556,0.000556,0.004498,0.004498,0.004498,0.004498,0.004498,0.004498,0.004498,0.004498,0.004498,0.004498,0.004498,0.004498,0.004498,0.004498,0.004498,0.004620,0.004620,0.004620,0.004620,0.004620,0.004620,0.004620,0.004620,0.004620,0.004620,0.004620,0.004620,0.004620,0.010126,0.010126,0.010126,0.010126,0.010126,0.010126,0.010126,0.010126,0.010126,0.010126,0.010126,0.010126,0.010126,0.000419,0.000419,0.000516,0.000419,0.003713,0.000142,0.000142,0.003713,0.003713,0.001920,0.001920,0.001920,0.000166,0.000166,0.000166,0.000166,0.002046,0.000354,0.002046,0.000354,0.002046,0.002046,0.002046,0.000239,0.000239,0.000239,0.000239,0.000239,0.000239,0.000239,0.000239,0.000239,0.001920
network,0.000270,0.028094,0.000520,0.000077,0.009664,0.000058,0.000221,0.000558,0.009664,0.000222,0.000091,0.000766,0.000299,0.009664,0.000058,0.000221,0.000520,0.000091,0.000091,0.009664,0.009358,0.000222,0.000292,0.019285,0.000221,0.000292,0.000047,0.028094,0.000222,0.000222,0.000221,0.000077,0.000047,0.000221,0.000077,0.028094,0.000222,0.000520,0.000222,0.000221,0.000520,0.000221,0.028094,0.000091,0.000047,0.000299,0.009664,0.000566,0.009664,0.009664,0.000058,0.000091,0.000047,0.000520,0.000077,0.000766,0.000058,0.000221,0.028094,0.000545,1.004886,0.000091,0.000123,0.000077,0.000047,0.000467,0.000520,0.000077,0.000077,0.000077,0.000077,0.000077,0.028094,0.000077,0.019285,0.000222,0.009395,0.000520,0.009395,0.000520,0.000221,0.000077,0.000222,0.009395,0.000058,0.000058,0.000292,0.028094,0.000520,0.000077,0.000077,0.009664,0.000077,0.000047,0.009358,0.000221,0.000222,0.000520,0.002581,0.002581,0.002581,0.002581,0.002581,0.002581,0.002581,0.002581,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000177,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000234,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000631,0.000370,0.000370,0.000418,0.000370,0.000338,0.006694,0.006694,0.000338,0.000338,0.005158,0.005158,0.005158,0.002447,0.002447,0.002447,0.002447,0.000132,0.002527,0.000132,0.002527,0.000132,0.000132,0.000132,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201,0.000201,0.005158
optimizer,0.000140,0.000105,0.000243,0.000300,0.000243,0.000068,0.000305,0.000287,0.000243,0.000153,0.031323,0.000243,0.000204,0.000243,0.000068,0.000305,0.000272,0.031323,0.031323,0.000243,0.000305,0.000153,0.000153,0.000105,0.000305,0.000153,0.000140,0.000105,0.000153,0.000153,0.000334,0.000300,0.000140,0.000401,0.000300,0.000105,0.000153,0.000243,0.000153,0.000305,0.000243,0.000305,0.000105,0.031323,0.000140,0.000175,0.000243,0.000243,0.000243,0.000243,0.000068,0.031323,0.000140,0.000243,0.000300,0.000243,0.000068,0.000305,0.000105,0.000175,0.000105,1.004527,0.000204,0.000300,0.000140,0.000305,0.000243,0.000300,0.000300,0.000300,0.000300,0.000300,0.000105,0.000300,0.000105,0.000153,0.000175,0.000243,0.000175,0.000243,0.000305,0.000300,0.000153,0.000175,0.000068,0.000068,0.000153,0.000105,0.000243,0.000300,0.000300,0.000243,0.000300,0.000140,0.000305,0.000305,0.000153,0.000243,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.000426,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.003282,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000304,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000434,0.000354,0.000354,0.000480,0.000354,0.002785,0.000179,0.000179,0.002785,0.002785,0.013215,0.013215,0.013215,0.002776,0.002776,0.002776,0.002776,0.011710,0.000236,0.011710,0.000236,0.011710,0.011710,0.011710,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.010424,0.013215
optional_nullable,0.000133,0.000069,0.000263,0.011061,0.000272,0.000000,0.002562,0.000258,0.000272,0.000145,0.000099,0.000341,0.000238,0.000272,0.000000,0.002562,0.000266,0.000099,0.000099,0.000272,0.002476,0.000145,0.000133,0.000139,0.002562,0.000133,0.000080,0.000069,0.000145,0.000145,0.002467,0.011061,0.000080,0.003116,0.011061,0.000069,0.000145,0.000271,0.000145,0.002562,0.000263,0.002562,0.000069,0.000099,0.000080,0.000243,0.000272,0.004684,0.000272,0.000272,0.000000,0.000099,0.000080,0.000263,0.011061,0.000341,0.000000,0.002562,0.000069,0.000313,0.000069,0.000099,1.001567,0.011061,0.000080,0.002545,0.000271,0.011061,0.011061,0.011061,0.011061,0.011061,0.000069,0.011061,0.000139,0.000145,0.000244,0.000263,0.000244,0.000263,0.002562,0.011061,0.000145,0.000244,0.000000,0.000000,0.000133,0.000069,0.000263,0.011061,0.011061,0.000272,0.011061,0.000080,0.002476,0.002562,0.000145,0.000271,0.007554,0.007554,0.007554,0.007554,0.007554,0.007554,0.007554,0.007554,0.006326,0.006326,0.006326,0.006326,0.006326,0.006326,0.006326,0.006326,0.006326,0.006326,0.006326,0.006326,0.006326,0.006326,0.006326,0.001849,0.001849,0.001849,0.001849,0.001849,0.001849,0.001849,0.001849,0.001849,0.001849,0.001849,0.001849,0.001849,0.003271,0.003271,0.003271,0.003271,0.003271,0.003271,0.003271,0.003271,0.003271,0.003271,0.003271,0.003271,0.003271,0.001603,0.001603,0.001920,0.001603,0.000290,0.000163,0.000163,0.000290,0.000290,0.001522,0.001522,0.001522,0.000203,0.000203,0.000203,0.000203,0.001621,0.003206,0.001621,0.003206,0.001621,0.001621,0.001621,0.000221,0.000221,0.000221,0.000221,0.000221,0.000221,0.000221,0.000221,0.000221,0.001522
overload_resolution,0.000106,0.000035,0.000112,0.012922,0.000119,0.000000,0.002197,0.000109,0.000119,0.000064,0.000116,0.000175,0.000280,0.000119,0.000000,0.002197,0.000115,0.000116,0.000116,0.000119,0.002128,0.000064,0.000055,0.000090,0.002197,0.000055,0.000064,0.000035,0.000064,0.000064,0.002121,0.012922,0.000064,0.006303,0.012922,0.000035,0.000064,0.000119,0.000064,0.002197,0.000112,0.002197,0.000035,0.000116,0.000064,0.000283,0.000119,0.000186,0.000119,0.000119,0.000000,0.000116,0.000064,0.000112,0.012922,0.000175,0.000000,0.002197,0.000035,0.000339,0.000035,0.000116,0.008796,1.002366,0.000064,0.002183,0.000119,0.012922,0.012922,0.012922,0.012922,0.012922,0.000035,0.012922,0.000090,0.000064,0.000284,0.000112,0.000284,0.000112,0.002197,0.012922,0.000064,0.000284,0.000000,0.000000,0.000055,0.000035,0.000112,0.012922,0.012922,0.000119,0.012922,0.000064,0.002128,0.002197,0.000064,0.000119,0.002509,0.002509,0.002509,0.002509,0.002509,0.002509,0.002509,0.002509,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.001256,0.001256,0.001465,0.001256,0.000250,0.000065,0.000065,0.000250,0.000250,0.001292,0.001292,0.001292,0.000082,0.000082,0.000082,0.000082,0.001424,0.002658,0.001424,0.002658,0.001424,0.001424,0.001424,0.000145,0.000145,0.000145,0.000145,0.000145,0.000145,0.000145,0.000145,0.000145,0.001292
ownership,0.031037,0.000075,0.000089,0.000228,0.000089,0.000000,0.000396,0.000089,0.000089,0.000029,0.000193,0.000306,0.000101,0.000089,0.000000,0.000396,0.000089,0.000193,0.000193,0.000089,0.000263,0.000029,0.000029,0.000292,0.000396,0.000029,0.044791,0.000075,0.000029,0.000029,0.000263,0.000228,0.044791,0.000263,0.000228,0.000075,0.000029,0.000089,0.000029,0.000396,0.000089,0.000396,0.000075,0.000193,0.044791,0.000101,0.000089,0.000089,0.000089,0.000089,0.000000,0.000193,0.044791,0.000089,0.000228,0.000306,0.000000,0.000396,0.000075,0.000318,0.000075,0.000193,0.000228,0.000228,1.008204,0.000480,0.000089,0.000228,0.000228,0.000228,0.000228,0.000228,0.000075,0.000228,0.000292,0.000029,0.000101,0.000089,0.000101,0.000089,0.000396,0.000228,0.000029,0.000101,0.000000,0.000000,0.000029,0.000075,0.000089,0.000228,0.000228,0.000089,0.000228,0.044791,0.000263,0.000396,0.000029,0.000089,0.000316,0.000316,0.000316,0.000316,0.000316,0.000316,0.000316,0.000316,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.000291,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.004446,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000525,0.000142,0.000142,0.000226,0.000142,0.000124,0.000084,0.000084,0.000124,0.000124,0.000221,0.000221,0.000221,0.000135,0.000135,0.000135,0.000135,0.004374,0.030534,0.004374,0.030534,0.004374,0.004374,0.004374,0.003943,0.003943,0.003943,0.003943,0.003943,0.003943,0.003943,0.003943,0.003943,0.000221
parameter,0.004095,0.000229,0.000307,0.002382,0.000386,0.000000,0.009428,0.000303,0.000386,0.000114,0.000129,0.004321,0.002219,0.000386,0.000000,0.009428,0.000376,0.000129,0.000129,0.000386,0.009119,0.000114,0.000094,0.004115,0.009428,0.000094,0.000147,0.000229,0.000114,0.000114,0.009093,0.002382,0.000147,0.009244,0.002382,0.000229,0.000114,0.000323,0.000114,0.009428,0.000307,0.009428,0.000229,0.000129,0.000147,0.002173,0.000386,0.000332,0.000386,0.000386,0.000000,0.000129,0.000147,0.000307,0.002382,0.004321,0.000000,0.009428,0.000229,0.006148,0.000229,0.000129,0.002209,0.002382,0.000147,1.001542,0.000323,0.002382,0.002382,0.002382,0.002382,0.002382,0.000229,0.002382,0.004115,0.000114,0.002238,0.000307,0.002238,0.000307,0.009428,0.002382,0.000114,0.002238,0.000000,0.000000,0.000094,0.000229,0.000307,0.002382,0.002382,0.000386,0.002382,0.000147,0.009119,0.009428,0.000114,0.000323,0.001492,0.001492,0.001492,0.001492,0.001492,0.001492,0.001492,0.001492,0.003365,0.003365,0.003365,0.003365,0.003365,0.003365,0.003365,0.003365,0.003365,0.003365,0.003365,0.003365,0.003365,0.003365,0.003365,0.005414,0.005414,0.005414,0.005414,0.005414,0.005414,0.005414,0.005414,0.005414,0.005414,0.005414,0.005414,0.005414,0.007021,0.007021,0.007021,0.007021,0.007021,0.007021,0.007021,0.007021,0.007021,0.007021,0.007021,0.007021,0.007021,0.001405,0.001405,0.001682,0.001405,0.002590,0.000131,0.000131,0.002590,0.002590,0.002619,0.002619,0.002619,0.000154,0.000154,0.000154,0.000154,0.002909,0.001427,0.002909,0.001427,0.002909,0.002909,0.002909,0.000233,0.000233,0.000233,0.000233,0.000233,0.000233,0.000233,0.000233,0.000233,0.002619
pattern,0.000173,0.000246,0.009412,0.000125,0.009438,0.000084,0.000200,0.009289,0.009438,0.006151,0.000099,0.009380,0.000210,0.009438,0.000084,0.000200,0.009290,0.000099,0.000099,0.009438,0.000370,0.006151,0.002246,0.000188,0.000200,0.002246,0.000026,0.000246,0.006151,0.006151,0.000235,0.000125,0.000026,0.000165,0.000125,0.000246,0.006151,0.013186,0.006151,0.000200,0.009412,0.000200,0.000246,0.000099,0.000026,0.004071,0.009438,0.009326,0.009438,0.009438,0.000084,0.000099,0.000026,0.009412,0.000125,0.009380,0.000084,0.000200,0.000246,0.000287,0.000246,0.000099,0.000227,0.000125,0.000026,0.000312,1.002078,0.000125,0.000125,0.000125,0.000125,0.000125,0.000246,0.000125,0.000188,0.006151,0.000345,0.009412,0.000345,0.009412,0.000200,0.000125,0.006151,0.000345,0.000084,0.000084,0.002246,0.000246,0.009412,0.000125,0.000125,0.009438,0.000125,0.000026,0.000370,0.000200,0.006151,0.013186,0.004022,0.004022,0.004022,0.004022,0.004022,0.004022,0.004022,0.004022,0.000209,0.000209,0.000209,0.000209,0.000209,0.000209,0.000209,0.000209,0.000209,0.000209,0.000209,0.000209,0.000209,0.000209,0.000209,0.001275,0.001275,0.001275,0.001275,0.001275,0.001275,0.001275,0.001275,0.001275,0.001275,0.001275,0.001275,0.001275,0.003990,0.003990,0.003990,0.003990,0.003990,0.003990,0.003990,0.003990,0.003990,0.003990,0.003990,0.003990,0.003990,0.008409,0.008409,0.005239,0.008409,0.003721,0.001667,0.001667,0.003721,0.003721,0.001235,0.001235,0.001235,0.002448,0.002448,0.002448,0.002448,0.000185,0.000139,0.000185,0.000139,0.000185,0.000185,0.000185,0.002405,0.002405,0.002405,0.002405,0.002405,0.002405,0.002405,0.002405,0.002405,0.001235
pointer,0.000106,0.000035,0.000112,0.012922,0.000119,0.000000,0.002197,0.000109,0.000119,0.000064,0.000116,0.000175,0.000280,0.000119,0.000000,0.002197,0.000115,0.000116,0.000116,0.000119,0.002128,0.000064,0.000055,0.000090,0.002197,0.000055,0.000064,0.000035,0.000064,0.000064,0.002121,0.012922,0.000064,0.006303,0.012922,0.000035,0.000064,0.000119,0.000064,0.002197,0.000112,0.002197,0.000035,0.000116,0.000064,0.000283,0.000119,0.000186,0.000119,0.000119,0.000000,0.000116,0.000064,0.000112,0.012922,0.000175,0.000000,0.002197,0.000035,0.000339,0.000035,0.000116,0.008796,0.012922,0.000064,0.002183,0.000119,1.002366,0.012922,0.012922,0.012922,0.012922,0.000035,0.012922,0.000090,0.000064,0.000284,0.000112,0.000284,0.000112,0.002197,0.012922,0.000064,0.000284,0.000000,0.000000,0.000055,0.000035,0.000112,0.012922,0.012922,0.000119,0.012922,0.000064,0.002128,0.002197,0.000064,0.000119,0.002509,0.002509,0.002509,0.002509,0.002509,0.002509,0.002509,0.002509,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.009150,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.001589,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.002715,0.001256,0.001256,0.001465,0.001256,0.000250,0.000065,0.000065,0.000250,0.000250,0.001292,0.001292,0.001292,0.000082,0.000082,0.000082,0.000082,0.001424,0.002658,0.001424,0.002658,0.001424,0.001424,0.001424,0.000145,0.000145,0.000145,0.000145,0.000145,0.000145,0.000145,0.000145,0.000145,0.001292
