language,repository,rule,atom_count,max_depth,symbol_ref_count,field_count,operators,operator_counts_json,symbol_refs,fields,rule_json
r,r-lib/tree-sitter-r,binary_operator,272,5,2,3,ALIAS|CHOICE|FIELD|PATTERN|PREC_LEFT|PREC_RIGHT|REPEAT|SEQ|STRING|SYMBOL,"{""ALIAS"":1,""CHOICE"":1,""FIELD"":81,""PATTERN"":1,""PREC_LEFT"":21,""PREC_RIGHT"":6,""REPEAT"":27,""SEQ"":27,""STRING"":26,""SYMBOL"":81}",_expression|_newline,lhs|operator|rhs,"{""type"":""CHOICE"",""members"":[{""type"":""PREC_LEFT"",""value"":1,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""?""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":7,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""~""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_RIGHT"",""value"":4,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<-""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_RIGHT"",""value"":4,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<<-""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_RIGHT"",""value"":4,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"":=""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":6,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""->""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":6,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""->>""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_RIGHT"",""value"":5,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""=""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":8,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""|""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":9,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""&""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":8,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""||""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":9,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""&&""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":11,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":11,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""<=""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":11,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"">""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":11,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"">=""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":11,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""==""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":11,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""!=""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":12,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""+""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":12,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""-""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":13,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""*""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":13,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""/""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_RIGHT"",""value"":17,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""**""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_RIGHT"",""value"":17,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""^""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":14,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""ALIAS"",""content"":{""type"":""PATTERN"",""value"":""%[^%\\\\\\n]*%""},""named"":false,""value"":""special""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":14,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""|>""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}},{""type"":""PREC_LEFT"",""value"":15,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"":""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}}]}}]}"
r,r-lib/tree-sitter-r,extract_operator,25,5,3,3,BLANK|CHOICE|FIELD|PREC_RIGHT|REPEAT|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":3,""FIELD"":6,""PREC_RIGHT"":2,""REPEAT"":2,""SEQ"":2,""STRING"":2,""SYMBOL"":6}",_expression|_newline|_string_or_identifier,lhs|operator|rhs,"{""type"":""CHOICE"",""members"":[{""type"":""PREC_RIGHT"",""value"":18,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""$""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_string_or_identifier""}},{""type"":""BLANK""}]}]}},{""type"":""PREC_RIGHT"",""value"":18,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_expression""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""@""}},{""type"":""REPEAT"",""content"":{""type"":""SYMBOL"",""name"":""_newline""}},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_string_or_identifier""}},{""type"":""BLANK""}]}]}}]}"
r,r-lib/tree-sitter-r,namespace_operator,21,5,1,3,BLANK|CHOICE|FIELD|PREC_RIGHT|SEQ|STRING|SYMBOL,"{""BLANK"":2,""CHOICE"":3,""FIELD"":6,""PREC_RIGHT"":2,""SEQ"":2,""STRING"":2,""SYMBOL"":4}",_string_or_identifier,lhs|operator|rhs,"{""type"":""CHOICE"",""members"":[{""type"":""PREC_RIGHT"",""value"":19,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_string_or_identifier""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":""::""}},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_string_or_identifier""}},{""type"":""BLANK""}]}]}},{""type"":""PREC_RIGHT"",""value"":19,""content"":{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""lhs"",""content"":{""type"":""SYMBOL"",""name"":""_string_or_identifier""}},{""type"":""FIELD"",""name"":""operator"",""content"":{""type"":""STRING"",""value"":"":::""}},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""rhs"",""content"":{""type"":""SYMBOL"",""name"":""_string_or_identifier""}},{""type"":""BLANK""}]}]}}]}"
r,r-lib/tree-sitter-r,integer,3,1,1,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":1,""SYMBOL"":1}",_float_literal,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_float_literal""},{""type"":""STRING"",""value"":""L""}]}"
r,r-lib/tree-sitter-r,complex,3,1,1,0,SEQ|STRING|SYMBOL,"{""SEQ"":1,""STRING"":1,""SYMBOL"":1}",_float_literal,,"{""type"":""SEQ"",""members"":[{""type"":""SYMBOL"",""name"":""_float_literal""},{""type"":""STRING"",""value"":""i""}]}"
r,r-lib/tree-sitter-r,float,1,0,1,0,SYMBOL,"{""SYMBOL"":1}",_float_literal,,"{""type"":""SYMBOL"",""name"":""_float_literal""}"
r,r-lib/tree-sitter-r,_hex_literal,1,0,0,0,PATTERN,"{""PATTERN"":1}",,,"{""type"":""PATTERN"",""value"":""0[xX](([0-9a-fA-F]+(\\.[0-9a-fA-F]*)?)|(\\.[0-9a-fA-F]*))([pP][+-]?[0-9]+)?""}"
r,r-lib/tree-sitter-r,_number_literal,1,0,0,0,PATTERN,"{""PATTERN"":1}",,,"{""type"":""PATTERN"",""value"":""(?:(?:\\d+(?:\\.\\d*)?)|(?:\\.\\d+))(?:[eE][+-]?\\d*)?""}"
r,r-lib/tree-sitter-r,_float_literal,3,1,2,0,CHOICE|SYMBOL,"{""CHOICE"":1,""SYMBOL"":2}",_hex_literal|_number_literal,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_hex_literal""},{""type"":""SYMBOL"",""name"":""_number_literal""}]}"
r,r-lib/tree-sitter-r,string,4,1,3,0,CHOICE|SYMBOL,"{""CHOICE"":1,""SYMBOL"":3}",_double_quoted_string|_raw_string|_single_quoted_string,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_raw_string""},{""type"":""SYMBOL"",""name"":""_single_quoted_string""},{""type"":""SYMBOL"",""name"":""_double_quoted_string""}]}"
r,r-lib/tree-sitter-r,_raw_string,12,4,3,3,ALIAS|BLANK|CHOICE|FIELD|SEQ|SYMBOL,"{""ALIAS"":3,""BLANK"":1,""CHOICE"":1,""FIELD"":3,""SEQ"":1,""SYMBOL"":3}",_raw_string_close|_raw_string_content|_raw_string_open,close|content|open,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_raw_string_open""},""named"":true,""value"":""string_open""}},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""content"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_raw_string_content""},""named"":true,""value"":""string_content""}},{""type"":""BLANK""}]},{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_raw_string_close""},""named"":true,""value"":""string_close""}}]}"
r,r-lib/tree-sitter-r,_single_quoted_string,12,4,1,3,ALIAS|BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""ALIAS"":3,""BLANK"":1,""CHOICE"":1,""FIELD"":3,""SEQ"":1,""STRING"":2,""SYMBOL"":1}",_single_quoted_string_content,close|content|open,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""'""},""named"":true,""value"":""string_open""}},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""content"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_single_quoted_string_content""},""named"":true,""value"":""string_content""}},{""type"":""BLANK""}]},{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""'""},""named"":true,""value"":""string_close""}}]}"
r,r-lib/tree-sitter-r,_double_quoted_string,12,4,1,3,ALIAS|BLANK|CHOICE|FIELD|SEQ|STRING|SYMBOL,"{""ALIAS"":3,""BLANK"":1,""CHOICE"":1,""FIELD"":3,""SEQ"":1,""STRING"":2,""SYMBOL"":1}",_double_quoted_string_content,close|content|open,"{""type"":""SEQ"",""members"":[{""type"":""FIELD"",""name"":""open"",""content"":{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""\""""},""named"":true,""value"":""string_open""}},{""type"":""CHOICE"",""members"":[{""type"":""FIELD"",""name"":""content"",""content"":{""type"":""ALIAS"",""content"":{""type"":""SYMBOL"",""name"":""_double_quoted_string_content""},""named"":true,""value"":""string_content""}},{""type"":""BLANK""}]},{""type"":""FIELD"",""name"":""close"",""content"":{""type"":""ALIAS"",""content"":{""type"":""STRING"",""value"":""\""""},""named"":true,""value"":""string_close""}}]}"
r,r-lib/tree-sitter-r,_single_quoted_string_content,4,2,1,0,CHOICE|PATTERN|REPEAT1|SYMBOL,"{""CHOICE"":1,""PATTERN"":1,""REPEAT1"":1,""SYMBOL"":1}",escape_sequence,,"{""type"":""REPEAT1"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""[^'\\\\]+""},{""type"":""SYMBOL"",""name"":""escape_sequence""}]}}"
r,r-lib/tree-sitter-r,_double_quoted_string_content,4,2,1,0,CHOICE|PATTERN|REPEAT1|SYMBOL,"{""CHOICE"":1,""PATTERN"":1,""REPEAT1"":1,""SYMBOL"":1}",escape_sequence,,"{""type"":""REPEAT1"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""[^\""\\\\]+""},{""type"":""SYMBOL"",""name"":""escape_sequence""}]}}"
r,r-lib/tree-sitter-r,escape_sequence,11,3,0,0,CHOICE|IMMEDIATE_TOKEN|PATTERN|SEQ|STRING,"{""CHOICE"":1,""IMMEDIATE_TOKEN"":1,""PATTERN"":7,""SEQ"":1,""STRING"":1}",,,"{""type"":""IMMEDIATE_TOKEN"",""content"":{""type"":""SEQ"",""members"":[{""type"":""STRING"",""value"":""\\""},{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""[^0-9xuU]""},{""type"":""PATTERN"",""value"":""[0-7]{1,3}""},{""type"":""PATTERN"",""value"":""x[0-9a-fA-F]{1,2}""},{""type"":""PATTERN"",""value"":""u[0-9a-fA-F]{1,4}""},{""type"":""PATTERN"",""value"":""u\\{[0-9a-fA-F]{1,4}\\}""},{""type"":""PATTERN"",""value"":""U[0-9a-fA-F]{1,8}""},{""type"":""PATTERN"",""value"":""U\\{[0-9a-fA-F]{1,8}\\}""}]}]}}"
r,r-lib/tree-sitter-r,dots,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""...""}"
r,r-lib/tree-sitter-r,dot_dot_i,1,0,0,0,PATTERN,"{""PATTERN"":1}",,,"{""type"":""PATTERN"",""value"":""[.][.]\\d+""}"
r,r-lib/tree-sitter-r,identifier,5,2,0,0,CHOICE|PATTERN|TOKEN,"{""CHOICE"":1,""PATTERN"":3,""TOKEN"":1}",,,"{""type"":""TOKEN"",""content"":{""type"":""CHOICE"",""members"":[{""type"":""PATTERN"",""value"":""[\\p{XID_Start}_][\\p{XID_Continue}.]*""},{""type"":""PATTERN"",""value"":""\\.(?:[\\p{XID_Start}._][\\p{XID_Continue}.]*)?""},{""type"":""PATTERN"",""value"":""`((?:\\\\(.|\\n))|[^`\\\\])*`""}]}}"
r,r-lib/tree-sitter-r,_identifier,4,1,3,0,CHOICE|SYMBOL,"{""CHOICE"":1,""SYMBOL"":3}",dot_dot_i|dots|identifier,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""dots""},{""type"":""SYMBOL"",""name"":""dot_dot_i""},{""type"":""SYMBOL"",""name"":""identifier""}]}"
r,r-lib/tree-sitter-r,_string_or_identifier,3,1,2,0,CHOICE|SYMBOL,"{""CHOICE"":1,""SYMBOL"":2}",_identifier|string,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""string""},{""type"":""SYMBOL"",""name"":""_identifier""}]}"
r,r-lib/tree-sitter-r,_argument_name_string_or_identifier_or_null,4,2,2,0,CHOICE|PREC|SYMBOL,"{""CHOICE"":1,""PREC"":1,""SYMBOL"":2}",_string_or_identifier|null,,"{""type"":""PREC"",""value"":1,""content"":{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""_string_or_identifier""},{""type"":""SYMBOL"",""name"":""null""}]}}"
r,r-lib/tree-sitter-r,next,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""next""}"
r,r-lib/tree-sitter-r,break,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""break""}"
r,r-lib/tree-sitter-r,true,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""TRUE""}"
r,r-lib/tree-sitter-r,false,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""FALSE""}"
r,r-lib/tree-sitter-r,null,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""NULL""}"
r,r-lib/tree-sitter-r,inf,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""Inf""}"
r,r-lib/tree-sitter-r,nan,1,0,0,0,STRING,"{""STRING"":1}",,,"{""type"":""STRING"",""value"":""NaN""}"
r,r-lib/tree-sitter-r,na,6,1,0,0,CHOICE|STRING,"{""CHOICE"":1,""STRING"":5}",,,"{""type"":""CHOICE"",""members"":[{""type"":""STRING"",""value"":""NA""},{""type"":""STRING"",""value"":""NA_integer_""},{""type"":""STRING"",""value"":""NA_real_""},{""type"":""STRING"",""value"":""NA_complex_""},{""type"":""STRING"",""value"":""NA_character_""}]}"
r,r-lib/tree-sitter-r,_expression,30,1,29,0,CHOICE|SYMBOL,"{""CHOICE"":1,""SYMBOL"":29}",binary_operator|braced_expression|break|call|complex|dot_dot_i|dots|extract_operator|false|float|for_statement|function_definition|identifier|if_statement|inf|integer|na|namespace_operator|nan|next|null|parenthesized_expression|repeat_statement|string|subset|subset2|true|unary_operator|while_statement,,"{""type"":""CHOICE"",""members"":[{""type"":""SYMBOL"",""name"":""function_definition""},{""type"":""SYMBOL"",""name"":""if_statement""},{""type"":""SYMBOL"",""name"":""for_statement""},{""type"":""SYMBOL"",""name"":""while_statement""},{""type"":""SYMBOL"",""name"":""repeat_statement""},{""type"":""SYMBOL"",""name"":""braced_expression""},{""type"":""SYMBOL"",""name"":""parenthesized_expression""},{""type"":""SYMBOL"",""name"":""call""},{""type"":""SYMBOL"",""name"":""subset""},{""type"":""SYMBOL"",""name"":""subset2""},{""type"":""SYMBOL"",""name"":""unary_operator""},{""type"":""SYMBOL"",""name"":""binary_operator""},{""type"":""SYMBOL"",""name"":""extract_operator""},{""type"":""SYMBOL"",""name"":""namespace_operator""},{""type"":""SYMBOL"",""name"":""integer""},{""type"":""SYMBOL"",""name"":""complex""},{""type"":""SYMBOL"",""name"":""float""},{""type"":""SYMBOL"",""name"":""string""},{""type"":""SYMBOL"",""name"":""identifier""},{""type"":""SYMBOL"",""name"":""dots""},{""type"":""SYMBOL"",""name"":""dot_dot_i""},{""type"":""SYMBOL"",""name"":""next""},{""type"":""SYMBOL"",""name"":""break""},{""type"":""SYMBOL"",""name"":""true""},{""type"":""SYMBOL"",""name"":""false""},{""type"":""SYMBOL"",""name"":""null""},{""type"":""SYMBOL"",""name"":""inf""},{""type"":""SYMBOL"",""name"":""nan""},{""type"":""SYMBOL"",""name"":""na""}]}"
