language_rule,ALIAS,BLANK,CHOICE,FIELD,IMMEDIATE_TOKEN,PATTERN,PREC,PREC_DYNAMIC,PREC_LEFT,PREC_RIGHT,REPEAT,REPEAT1,SEQ,STRING,SYMBOL,TOKEN
kotlin:check_expression,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
kotlin:class_body,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:class_declaration,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0
kotlin:class_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:class_parameter,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:collection_literal,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:companion_object,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:comparison_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
kotlin:conjunction_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
kotlin:constructor_delegation_call,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:constructor_invocation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
kotlin:control_structure_body,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:delegation_specifier,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
kotlin:destructuring_declaration,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
kotlin:directly_assignable_expression,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
kotlin:disjunction_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
kotlin:do_while_statement,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
kotlin:elvis_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
kotlin:enum_class_body,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:enum_entry,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
kotlin:equality_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
kotlin:explicit_delegation,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:file_annotation,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
kotlin:finally_block,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:for_statement,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0
kotlin:function_body,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:function_declaration,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
kotlin:function_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:function_type,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:function_type_parameters,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0
kotlin:function_value_parameters,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:getter,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
kotlin:guard_condition,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:hex_literal,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
kotlin:identifier,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:if_expression,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
kotlin:import_alias,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:import_header,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:import_list,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
kotlin:indexing_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
kotlin:indexing_suffix,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:infix_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
kotlin:inheritance_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:integer_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1
kotlin:jump_expression,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
kotlin:label,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
kotlin:lambda_literal,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0
kotlin:lambda_parameters,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:line_comment,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
kotlin:line_string_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:long_literal,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:member_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:modifiers,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
kotlin:multi_variable_declaration,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:multiplicative_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
kotlin:navigation_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
kotlin:navigation_suffix,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:not_nullable_type,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:null_literal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:nullable_type,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
kotlin:object_declaration,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0
kotlin:object_literal,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
kotlin:package_header,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:parameter,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:parameter_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:parameter_modifiers,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
kotlin:parameter_with_optional_type,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:parameters_with_optional_type,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:parenthesized_expression,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:parenthesized_type,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:parenthesized_user_type,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:platform_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:postfix_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
kotlin:prefix_expression,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
kotlin:primary_constructor,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
kotlin:property_declaration,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
kotlin:property_delegate,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:property_modifier,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:quest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:range_expression,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
kotlin:range_test,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:real_literal,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1
kotlin:receiver_type,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
kotlin:reification_modifier,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:secondary_constructor,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:setter,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
kotlin:shebang_line,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
kotlin:simple_identifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
kotlin:source_file,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
kotlin:spread_expression,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
kotlin:statements,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
kotlin:string_literal,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
kotlin:super_expression,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
kotlin:this_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
kotlin:top_level_object,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
kotlin:try_expression,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0
kotlin:type_alias,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:type_arguments,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:type_constraint,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:type_constraints,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
kotlin:type_modifiers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
kotlin:type_parameter,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:type_parameter_modifiers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
kotlin:type_parameters,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:type_projection,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:type_projection_modifiers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
kotlin:type_test,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:unsigned_literal,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
kotlin:use_site_target,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
kotlin:user_type,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:value_argument,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:value_arguments,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:variable_declaration,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
kotlin:variance_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:visibility_modifier,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
kotlin:when_condition,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
kotlin:when_entry,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
kotlin:when_expression,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:when_subject,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
kotlin:while_statement,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
kotlin:wildcard_import,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
nim:_accent_quoted_identifier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nim:_basic_expression,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_block_statement_list,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
nim:_bracket_close,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
nim:_call_argument_list,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
nim:_call_block,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
nim:_call_block_argument_list,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
nim:_call_do,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
nim:_call_do_argument_list,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
nim:_call_expression,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
nim:_call_extended,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_char_escape_sequence,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
nim:_colon_equal_expression_list,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0
nim:_command_block,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
nim:_command_block_argument_list,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
nim:_command_complex_expression,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
nim:_command_complex_expression_argument_list,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_command_expression,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
nim:_command_expression_argument_list,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_command_statement,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
nim:_command_statement_argument_list,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
nim:_complex_statement,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_concept_parameter,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_concept_parameter_list,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
nim:_concept_pointer_parameter,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:_concept_ref_parameter,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:_concept_static_parameter,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:_concept_type_parameter,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:_concept_var_parameter,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:_curly_close,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
nim:_declaration,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_distinct_declaration,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:_dot_curly_close,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
nim:_dot_generic_argument_list,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
nim:_dot_generic_call_block,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
nim:_dot_generic_call_do,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
nim:_dot_generic_head,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
nim:_elif_declaration_branch,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1
nim:_else_declaration_branch,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1
nim:_equal_expression_list,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0
nim:_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_expression_statement,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_expression_with_call_do,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_expression_with_post_block,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_field_declaration_list,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
nim:_for_body,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1
nim:_func_type,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
nim:_generalized_string_literal,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
nim:_identifier_declaration,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
nim:_if_alternatives,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
nim:_if_body,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
nim:_if_branch,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_import_body,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_import_except,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
nim:_infix_expression,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
nim:_infix_extended,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
nim:_infix_operator_0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
nim:_infix_operator_1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
nim:_infix_operator_10l,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
nim:_infix_operator_10r,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
nim:_infix_operator_2,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1
nim:_infix_operator_3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
nim:_infix_operator_4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
nim:_infix_operator_5,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1
nim:_infix_operator_6,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
nim:_infix_operator_7,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
nim:_infix_operator_8,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
nim:_infix_operator_9,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1
nim:_infix_typeof_expression,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
nim:_interpreted_string_body,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0
nim:_iterator_type,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
nim:_left_hand_side,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_line_statement_list,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
nim:_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_long_string_body,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0
nim:_object_field_declaration,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
nim:_object_field_declaration_branch_list,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_object_field_declaration_list,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
nim:_of_declaration_branch,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
nim:_parameter_declaration_list,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
nim:_paren_close,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
nim:_pointer_declaration,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:_post_expression_block,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
nim:_post_expression_block_tail,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
nim:_post_expression_do_block,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
nim:_prefix_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_prefix_expression_command_start,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1
nim:_prefix_expression_word,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1
nim:_prefix_extended,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
nim:_prefix_operator,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1
nim:_proc_type,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
nim:_raw_string_body,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0
nim:_raw_string_escape,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
nim:_ref_declaration,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:_routine_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
nim:_semi_statement_list,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
nim:_sigil_expression,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
nim:_sigil_operator,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
nim:_simple_expression,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_simple_expression_command_start,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_simple_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_simple_statement_no_expression,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_statement,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_string_literal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_symbol,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_try_branch,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_tuple_declaration,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1
nim:_tuple_field_declaration_list,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
nim:_type_definition,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_typeof_expression,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:_variable_declaration_section,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
nim:_variant_declaration_body,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0
nim:accent_quoted,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
nim:array_construction,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
nim:assembly_statement,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1
nim:assignment,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
nim:bind_statement,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:blank_identifier,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
nim:block,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1
nim:block_comment,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
nim:block_documentation_comment,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
nim:bracket_expression,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
nim:break_statement,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
nim:case,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1
nim:cast,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1
nim:char_literal,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0
nim:colon_expression,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
nim:comment,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
nim:concept_declaration,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1
nim:conditional_declaration,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1
nim:const_section,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:continue_statement,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
nim:converter_declaration,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:curly_construction,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
nim:curly_expression,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
nim:custom_numeric_literal,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1
nim:defer,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1
nim:discard_statement,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
nim:distinct_type,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
nim:do_block,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1
nim:documentation_comment,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
nim:dot_expression,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
nim:dot_generic_call,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
nim:elif_branch,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1
nim:else_branch,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1
nim:enum_declaration,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1
nim:enum_field_declaration,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
nim:enum_type,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
nim:equal_expression,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
nim:escape_sequence,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
nim:except_branch,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1
nim:except_clause,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:export_statement,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1
nim:exported_symbol,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
nim:expression_list,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0
nim:finally_branch,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1
nim:float_literal,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1
nim:for,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1
nim:func_declaration,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:func_expression,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
nim:generalized_string,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
nim:generic_parameter_list,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
nim:identifier,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nim:if,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1
nim:import_from_statement,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1
nim:import_statement,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1
nim:include_statement,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:integer_literal,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1
nim:interpreted_string_literal,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
nim:iterator_declaration,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:iterator_expression,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
nim:let_section,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:long_string_literal,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
nim:macro_declaration,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:method_declaration,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:mixin_statement,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:nil_literal,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
nim:object_declaration,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1
nim:object_type,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
nim:of_branch,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
nim:out_type,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
nim:parameter_declaration_list,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
nim:parenthesized,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0
nim:pointer_type,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
nim:pragma_expression,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
nim:pragma_list,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
nim:pragma_statement,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0
nim:proc_declaration,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:proc_expression,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
nim:raise_statement,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
nim:raw_string_literal,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
nim:ref_type,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
nim:refinement_list,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
nim:return_statement,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
nim:source_file,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:statement_list,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
nim:static_statement,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1
nim:symbol_declaration,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
nim:symbol_declaration_list,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0
nim:template_declaration,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
nim:term_rewriting_pattern,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
nim:try,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1
nim:tuple_construction,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
